GRANT_CARD_CODE,TAP_IN,TAP_OUT,TIME_IN,TIME_OUT
89173590,40,45,1208,1226
86683642,139,50,570,611
72416653,63,45,806,857
79759306,3,37,434,468
72004268,188,35,415,442
48830689,122,48,587,610
86427261,188,47,777,823
6171921,101,46,1125,1144
78136628,3,50,1103,1144
13112652,137,46,311,377
11627406,37,38,1139,1146
60925234,5,46,557,609
11867794,26,43,503,539
16101067,36,39,527,540
85424046,49,43,390,412
87903388,127,48,840,876
16126920,130,48,499,543
80291675,75,43,989,1031
12620095,23,43,589,610
39455412,52,37,476,542
13683657,202,46,1000,1047
71509554,20,50,578,611
23994747,212,39,1000,1032
78639638,248,43,1162,1214
44622441,46,35,526,545
37351347,174,45,424,510
65944102,76,48,483,510
79739811,36,42,801,823
14010877,36,41,861,885
49154459,9,44,845,897
49793844,205,46,473,513
71194076,82,46,764,815
36167532,169,50,688,737
82828268,130,43,826,869
50351074,49,50,428,433
12323413,225,43,517,545
88356132,96,48,478,509
39585499,44,42,802,817
49372096,228,45,505,542
16929765,66,35,483,510
79619440,95,39,390,421
12344448,237,43,455,511
53435219,1,46,452,512
22816363,70,35,718,738
79716855,147,36,631,675
17145652,21,41,1062,1088
18659751,37,50,1076,1085
23754157,70,43,403,433
78699135,11,48,1054,1085
44434834,141,35,1184,1211
20414934,12,35,1074,1087
1588513,248,50,438,481
79541357,19,39,1064,1081
12540696,50,46,927,942
14179295,108,35,928,981
17933092,189,43,889,942
13093084,65,35,732,766
52937230,224,50,1068,1088
7381731,37,47,655,675
799410,62,44,550,587
33073259,65,45,508,547
45943801,65,37,486,523
19181893,48,46,903,913
82823725,26,39,445,489
10064380,118,45,520,550
14776356,29,35,519,585
12570592,46,43,530,547
81947199,34,45,426,488
78118474,20,48,1303,1330
12123172,270,47,482,550
66263289,51,42,423,492
17252983,49,45,525,536
12844653,29,42,491,540
54591060,188,46,515,563
52620987,229,36,452,491
10148448,98,46,975,1005
88071046,44,42,1147,1158
46296105,126,41,493,540
12880979,81,35,668,704
16592693,38,42,530,541
46646653,225,46,529,540
27647573,211,45,762,783
16317633,35,42,982,1003
17997370,75,45,531,562
30587811,4,47,400,444
83386961,228,45,721,784
62766305,129,44,421,447
71951803,46,47,529,537
16267820,7,43,933,968
84301089,57,35,483,537
39188957,122,50,1073,1097
50220532,96,37,444,474
6027649,252,48,964,1011
46725441,114,50,1133,1175
17918798,43,48,450,470
45989199,131,50,645,699
13861764,50,38,696,715
82749427,35,42,413,439
14458469,119,36,1332,1341
37334483,163,42,473,534
18738079,26,46,843,891
4745406,47,37,983,1003
18550019,178,45,449,530
89300635,4,46,486,534
12736175,39,37,467,476
70123611,46,43,520,533
71123703,22,48,1134,1175
46243092,142,45,503,533
42760328,188,47,431,469
45074939,6,41,528,557
71407510,231,48,1142,1178
11597268,37,39,1036,1045
17973694,46,38,1109,1136
44893648,6,35,755,783
12701590,44,43,1121,1134
1918963,36,47,417,439
32667442,95,35,824,870
24535985,123,40,1107,1134
12671776,46,43,603,621
66422811,41,50,1112,1134
39595660,118,46,679,735
83836336,213,38,688,735
54393539,20,35,1096,1130
63015465,215,38,1095,1135
74872535,106,44,983,1006
6740667,49,35,1092,1102
72455568,126,35,761,801
78158633,129,44,441,469
80745535,38,46,523,546
12618291,49,43,685,706
44114414,186,46,416,479
17277715,76,35,516,534
14722220,128,44,517,546
6524556,129,37,488,534
65503595,208,44,816,841
2216017,42,38,697,710
86909187,207,35,481,533
42629444,19,40,1291,1307
43154283,151,45,486,536
16599506,36,49,831,851
16499128,60,35,470,535
4821504,129,45,428,461
80388701,165,37,452,499
31952519,5,36,465,497
16746509,31,39,489,553
75734546,144,45,528,558
69089399,144,44,500,531
28839404,126,38,457,499
79119157,48,41,798,820
49341832,59,43,501,556
16117848,23,35,436,482
1796310,18,42,813,821
83865240,137,36,582,606
60712744,21,37,463,496
15728106,40,47,536,559
82366002,96,45,522,552
11787636,131,46,708,751
80273411,157,36,478,499
79122412,154,40,446,499
64628260,126,39,515,555
54584167,1,43,652,706
79027434,50,47,1167,1177
35236826,44,41,1151,1163
43023373,12,50,1068,1087
5685250,41,47,485,505
83212994,36,50,1032,1042
39228776,140,37,484,506
16048070,38,37,486,494
44629630,73,48,614,638
71585154,95,35,450,491
17844527,186,43,421,490
16030103,63,37,916,943
83734453,114,43,439,489
45429718,2,50,861,909
34948271,22,42,1116,1134
80532240,226,37,516,560
74950624,192,47,525,560
16893798,230,43,754,821
81740035,231,43,767,825
79641813,164,35,1063,1100
10417138,23,35,1090,1134
12735035,46,37,678,701
2543753,57,44,411,1028
44718225,106,38,1101,1134
45114686,156,45,1026,1047
18999304,203,41,529,558
45108063,48,37,719,737
66886368,55,44,858,922
87844705,216,50,1027,1057
34510833,82,45,488,536
19330025,42,45,520,533
14125030,38,46,467,490
52448537,248,45,507,536
42807118,221,45,1273,1304
48831054,35,38,517,533
405431,215,46,471,493
72445243,51,44,448,533
66476250,81,45,492,536
53155923,127,44,518,549
53572393,146,44,1039,1057
45757071,38,43,517,531
16418862,137,45,445,490
32200772,3,38,806,842
20616301,200,50,629,677
5308025,30,45,486,533
32189806,67,35,510,533
46181097,113,35,438,488
17936133,167,43,473,536
13931680,166,47,494,533
71083326,1,42,483,533
12420597,32,44,477,533
51526908,229,44,485,534
20176473,39,46,466,489
25726499,45,35,818,838
74055716,126,36,1022,1074
52731585,47,36,535,554
48367195,226,40,515,555
78215360,45,42,484,494
23593764,38,37,527,534
81387156,28,45,503,550
13785651,119,46,528,554
6190058,246,36,970,1014
50791327,20,43,544,559
79887277,115,45,573,607
69106434,97,44,506,535
45584663,97,38,486,514
51667035,166,41,594,648
50871384,50,44,475,492
31014550,31,44,502,554
10288113,97,44,528,550
65792354,63,38,474,500
42776171,23,44,522,551
84795198,64,36,728,752
12662576,37,50,1143,1155
39055951,46,47,1157,1164
74624983,126,42,847,885
86676040,182,39,1027,1068
79519690,41,46,475,492
43608151,38,37,486,493
37433251,232,37,468,490
51074824,181,46,532,596
5203276,130,49,381,435
30905786,5,37,476,504
82393561,75,35,582,597
49351407,42,50,464,490
78890795,48,37,489,503
12099394,65,37,463,491
71157488,263,35,415,490
51601647,123,37,461,490
68640561,65,43,571,595
12588490,130,36,448,495
19291132,4,35,558,596
71092456,51,37,427,492
80331714,16,44,850,871
13950789,44,37,1075,1099
12327697,117,44,867,867
42936781,18,46,860,872
49641242,273,43,783,784
16282214,2,50,1316,1365
72371237,50,41,595,618
86230448,144,42,1119,1133
48323733,250,43,504,560
33848636,48,38,715,739
84883447,108,50,663,702
17371453,50,37,548,558
4377804,19,47,1296,1316
86564398,159,50,712,734
2393173,40,45,413,431
15127655,127,46,1074,1137
14634880,21,46,1112,1134
81702860,46,38,509,534
16718990,185,45,472,529
16615221,32,45,647,707
26197327,1,45,436,492
71887120,196,50,607,673
39773321,131,44,501,541
81530386,128,38,477,531
16781370,114,44,490,535
48845707,220,43,809,853
79807033,133,42,479,532
44335992,34,42,466,532
39395069,116,42,458,491
44236633,51,47,396,472
89551333,44,38,1034,1053
33049657,21,37,462,490
46776351,48,42,811,843
47801877,205,44,499,534
13685764,60,37,470,535
75214904,61,35,450,489
50984612,127,44,513,540
74782987,50,43,511,533
16229704,197,45,481,533
42972269,236,49,441,497
64840937,86,39,768,823
60693952,166,39,438,490
20707847,5,44,508,550
14656127,178,50,470,533
74798619,42,43,816,821
16034100,91,39,444,492
10628377,228,39,447,494
71676485,178,46,445,534
71942130,170,47,442,497
80021243,228,38,439,488
14669186,5,42,412,448
47662731,178,45,459,554
72598743,62,37,438,466
21653028,66,42,535,556
61414136,64,44,511,551
2997179,60,38,448,489
16767618,183,38,448,496
13503705,230,38,450,497
75856150,227,40,506,551
12155770,115,42,608,648
78607148,38,37,548,557
53762893,242,45,436,465
1883045,23,37,490,535
25049266,39,43,543,555
88231803,56,48,489,555
71728647,232,42,1008,1050
47391028,225,43,1150,1177
16417495,105,43,1069,1096
81254138,95,50,533,581
14279534,224,35,739,779
48432056,203,50,914,961
26588250,115,45,1058,1096
19070238,47,41,755,781
49125122,36,39,951,962
39867549,35,38,1081,1097
14001544,126,38,442,478
46936400,230,35,1028,1058
52936494,8,45,786,825
43084976,50,38,985,1005
79024216,44,38,456,475
46208284,31,43,536,589
28756149,96,44,421,445
67257116,19,35,686,723
12074383,184,44,492,539
87722533,38,47,755,783
1811076,4,38,437,465
12616077,97,48,1166,1198
46747167,99,37,746,773
12542379,20,48,428,451
79168846,64,44,428,460
71765755,107,44,487,514
80299157,147,37,470,512
48979516,263,44,449,511
50445303,149,48,412,451
14038613,160,38,893,947
12845432,134,45,524,574
22836959,46,49,1112,1123
12332111,46,43,422,438
16362280,35,46,977,1005
52328842,82,35,480,512
83297105,46,37,350,381
83801447,51,43,435,515
71354355,137,35,419,445
39192326,65,45,456,489
1776693,37,42,473,489
47223777,76,35,569,585
50401387,76,35,569,585
47350949,233,47,564,589
36329906,116,38,501,526
46760199,43,50,875,909
21795236,129,36,502,550
15706980,105,50,935,959
79079556,234,48,399,462
66021485,38,46,1151,1151
84844401,255,43,442,490
15813949,131,35,417,472
30765851,131,35,416,470
85869490,12,45,462,486
46151073,26,37,542,588
14772568,126,45,462,486
87430501,23,49,967,1002
50744412,97,44,543,563
44769486,18,35,1131,1160
84730272,127,45,536,563
71294892,166,37,439,489
80888592,43,39,888,903
15188532,20,42,766,781
13722353,137,35,675,705
45673314,10,46,507,540
86586344,17,43,882,900
20767990,38,46,517,539
79077822,247,44,408,444
78435219,38,42,515,524
18965673,42,43,477,487
51629815,188,44,405,448
13902994,182,46,994,1052
70087489,122,50,932,963
12515816,40,41,1031,1033
70160854,4,39,793,827
50627125,49,46,522,533
12589136,129,50,647,699
18116795,110,44,377,406
14463546,63,40,434,452
11556706,202,50,966,1005
11515651,170,47,476,532
12635164,157,50,691,717
12564543,241,38,1133,1165
16129883,238,45,468,534
14477467,33,37,396,473
17202764,71,37,996,1011
14366354,111,46,778,812
70106157,49,35,521,533
14540568,213,50,968,1013
13676543,137,43,877,924
79155119,12,35,1088,1102
60167503,146,45,840,869
39827828,51,42,417,481
81229249,229,49,770,825
52282894,122,43,905,923
14023151,21,50,1103,1132
32378456,43,37,680,701
72801018,65,36,1094,1130
78526945,4,42,1060,1098
16269339,191,37,1106,1133
45484913,45,42,1122,1134
82460523,92,36,423,475
86784096,245,37,1087,1130
74031250,42,36,461,478
16235862,47,44,1125,1136
45264624,60,37,909,944
12014547,230,35,756,786
11814312,269,37,563,620
25073637,115,44,502,535
85972946,43,50,1280,1305
84471899,56,43,470,535
19193311,110,44,816,850
49624109,41,36,519,537
12769716,153,37,476,537
71248438,113,48,460,493
16465210,39,45,1029,1054
45060722,178,44,469,542
37099828,42,35,1023,1055
79752958,50,39,425,445
88933964,79,42,484,534
52282152,127,43,668,709
33216833,130,44,512,546
3642423,225,44,516,534
67999301,37,48,1036,1053
45790764,63,43,495,532
16934780,57,35,477,533
50178077,231,50,465,492
72649859,26,45,422,461
5135583,41,44,481,494
71184106,57,44,469,533
60195084,43,37,478,497
45368051,208,36,465,497
12610498,13,37,1061,1075
86174537,230,46,509,552
85513632,7,42,524,555
50184872,259,45,450,498
46282434,46,44,542,551
43123998,111,47,524,552
35803224,109,44,415,444
26098522,156,38,468,494
11092749,18,43,842,852
75371378,146,47,577,607
79439821,95,50,515,557
44223297,197,46,500,556
62309399,170,46,470,532
71484912,22,44,534,554
47954378,151,37,381,421
30717925,12,50,542,557
43447215,130,44,494,532
14975069,152,45,571,613
89986333,274,48,452,544
34530552,223,36,568,611
17032473,19,44,425,436
82584175,155,37,522,542
20052240,211,43,1334,1371
20422397,56,42,483,539
49832296,117,44,1183,1212
12652766,115,36,1366,1381
46196474,63,45,787,825
79335883,107,45,590,613
38413982,13,35,1018,1033
72749315,128,37,442,484
12588999,23,44,963,984
84417760,47,46,374,384
10097301,115,37,465,484
11496923,119,47,494,517
86518341,274,35,760,830
81669784,228,45,842,887
46090820,165,37,438,482
11988551,137,46,705,762
19100065,33,45,470,527
12532878,12,37,479,485
71429587,60,41,724,762
14849973,97,46,487,520
37225240,65,38,407,423
50625522,64,35,492,526
12927411,92,43,935,984
67107332,3,50,348,388
26234151,229,45,901,942
80046228,137,50,1268,1309
86598114,140,35,1064,1086
80906363,47,36,1068,1084
19263197,39,37,988,1002
38684957,79,37,943,984
19705242,155,45,1053,1086
42727548,147,43,1219,1284
16363570,12,49,1029,1049
16412870,27,50,423,482
79419070,37,42,1108,1124
15961558,46,43,1111,1127
52560344,37,45,741,766
12017958,139,35,414,442
52109514,46,42,1113,1127
2418518,37,42,1069,1086
75904161,130,43,1138,1178
40568522,122,40,1237,1258
71523024,169,47,520,571
16466312,43,37,521,542
39656672,32,38,552,613
27072362,76,35,1238,1259
19023278,76,42,993,1032
15090470,7,42,428,455
18576994,114,45,571,613
46505534,100,43,848,875
11483616,124,46,1245,1297
11274477,38,36,598,611
12654455,45,38,439,461
19309321,45,37,1006,1030
12493483,223,44,1167,1211
88858788,133,37,464,543
82981230,47,37,524,542
52265706,26,46,558,612
15729799,100,50,522,541
68476462,124,45,521,542
13358726,47,46,534,540
70529340,75,37,1125,1143
49438809,85,46,503,574
69651999,267,46,988,1045
65460802,19,37,1009,1034
1878332,47,36,407,426
53143476,267,37,468,540
61717405,65,46,1221,1260
82703748,65,46,575,611
45249871,102,50,1031,1047
18329249,45,50,557,574
78272747,66,50,536,572
50515183,12,37,1294,1301
12642240,41,37,1232,1249
3503813,49,42,435,456
54185033,178,47,535,612
14477393,96,37,484,517
75399086,35,38,1296,1315
36284668,62,35,484,527
53277600,130,46,342,381
36069085,118,36,768,781
89518940,207,45,497,526
15704478,81,47,437,476
47855823,260,47,767,827
19086078,129,46,485,520
46941690,125,36,450,479
83604046,9,45,421,451
15073775,232,46,744,794
6051680,75,41,883,914
5506517,8,46,724,765
43637642,33,44,470,525
60968814,65,49,345,382
13710719,118,46,488,517
78612371,2,49,441,517
79734517,91,50,356,408
87449518,38,46,887,912
68891018,274,50,798,887
78054645,35,49,1263,1263
63156405,221,38,1059,1087
31109103,13,46,834,874
42548812,38,42,968,982
30346448,39,50,1289,1309
16646567,35,45,853,874
88623854,146,43,948,981
3113538,49,38,1066,1084
17408133,13,50,1066,1085
65768223,57,45,614,671
54224206,46,38,640,671
26218231,181,47,1029,1084
47209376,95,45,420,449
14517489,230,40,1173,1225
79780554,227,39,440,481
53162982,115,43,1327,1371
49053518,60,43,552,600
18666078,252,43,750,820
48770013,43,41,367,367
49314985,38,45,517,539
74500554,12,42,1272,1289
75627743,207,43,450,477
71546751,269,45,456,542
74197425,4,35,563,603
81318619,162,39,439,482
12030399,17,45,598,610
79420741,117,49,1272,1300
39960702,38,37,460,468
15308992,7,49,1218,1252
19635963,97,47,570,600
16431180,35,43,1303,1343
16775983,43,50,1007,1031
48240204,13,35,533,546
80887425,95,43,763,786
12694288,2,36,1228,1266
44065952,1,35,560,605
51933088,187,35,518,546
36723084,49,38,683,706
43538506,123,44,667,676
74377997,139,35,466,491
44349436,186,35,418,451
43337174,41,45,518,533
62716277,136,45,481,537
12552319,64,42,403,425
14420693,35,48,825,839
14634635,38,48,509,531
62385906,112,44,493,536
53740815,223,38,1293,1336
45802194,65,35,501,534
1919430,208,45,500,535
39907884,136,46,423,481
42728820,208,44,523,545
19057462,21,46,460,480
85386265,38,45,510,531
17419414,167,35,381,423
13985225,126,45,492,530
42544761,51,44,417,490
44609027,6,45,513,553
80928348,51,38,458,526
87381390,271,47,421,497
72332333,223,44,443,490
13465799,229,35,497,535
33033932,129,44,526,554
66917164,51,49,400,472
11966740,230,47,602,648
48562413,79,40,516,553
84454818,260,50,555,555
18519124,110,50,498,532
49250414,133,45,561,608
54627032,42,35,828,851
27932969,118,50,980,1006
12510357,37,40,999,1012
49258529,11,48,1141,1166
16345673,202,46,1136,1178
13903468,31,47,414,469
78776626,75,35,1152,1166
44698548,38,43,515,530
48588253,206,43,529,560
48057093,49,42,691,717
19408726,37,50,431,442
15173945,184,46,478,530
19089492,38,49,698,716
69947602,44,50,1148,1164
10467308,38,48,454,474
35990982,44,40,1004,1019
12317615,76,46,765,811
75719297,201,37,435,474
23354796,110,44,1055,1086
72288734,38,37,1080,1087
32549813,130,44,1054,1085
66954309,36,39,1119,1131
46984790,42,38,1116,1136
81376582,224,46,1092,1101
52359858,16,35,1078,1103
70515287,13,46,1075,1101
54097352,47,46,780,787
47075976,6,50,1071,1102
12054638,119,41,1080,1102
18683747,19,38,1116,1136
25155066,113,49,525,561
38687707,48,44,1089,1101
17430089,94,46,956,1003
75440329,21,50,1286,1316
78417225,48,38,443,464
89982922,179,45,461,532
48380074,158,39,870,907
89730866,96,50,490,533
43271875,20,42,530,547
81837503,117,44,443,470
78875323,43,45,374,395
33032247,37,45,437,461
7369547,115,46,526,564
42609044,250,46,650,702
1924741,246,38,1159,1216
79773112,35,46,1247,1265
69289465,41,43,1266,1276
12512836,266,46,392,1078
44979206,81,35,519,544
82994661,29,39,472,530
24777582,130,44,540,540
18584986,1,46,472,533
43542091,270,43,467,554
54541190,146,35,760,823
15966505,111,43,1265,1326
12700776,114,49,413,451
13836339,111,44,496,535
43149379,129,41,483,533
65349690,1,47,497,550
80380047,52,35,453,531
72506683,40,45,536,553
85225005,24,43,1296,1325
63958338,38,40,527,534
67518472,48,44,440,453
89116638,233,45,521,550
16176569,126,42,418,447
78438717,109,38,452,496
27003445,10,43,783,822
79582004,169,37,440,500
21778442,21,35,459,496
19342096,49,46,542,553
54645814,108,44,428,452
15152100,116,49,512,535
65393439,46,44,1079,1086
12522624,35,50,733,745
16810222,160,38,1127,1164
15346280,157,47,1157,1174
74390719,248,38,954,1008
74979204,42,41,1169,1175
87798043,231,46,485,534
12655434,157,37,1062,1087
13410275,63,38,1146,1168
11082840,77,44,693,745
12319003,106,37,1058,1085
52193883,137,46,1217,1271
13469324,77,47,1138,1177
67973978,106,46,1155,1177
74088469,36,50,445,456
74556180,207,35,392,438
79630084,258,45,399,449
49819515,35,43,1133,1164
47146519,25,42,471,532
52866109,59,40,479,532
79706191,161,37,482,482
11191054,229,35,709,742
78054640,46,44,813,823
78954174,49,35,1036,1049
51520185,228,42,798,868
11709794,225,46,1120,1131
78567611,45,42,1087,1100
88053843,160,44,1100,1130
14796322,38,37,1126,1134
71230407,211,43,792,820
67818571,73,48,1113,1134
89933949,1,37,519,558
18951604,37,38,1086,1100
72659454,269,47,480,559
28819281,65,48,1098,1134
36349179,9,39,540,563
61186006,126,50,374,425
85709694,47,38,395,423
4803974,128,43,1043,1079
65846472,102,35,1039,1072
17875169,125,44,450,470
83365818,36,41,1256,1273
24010726,1,35,501,546
54604318,1,42,388,436
18634135,132,37,515,565
28622752,209,44,449,471
12113047,109,35,444,477
43323713,118,44,862,888
16935735,57,44,486,554
47389234,130,44,495,534
83585913,139,48,449,492
48829517,63,44,486,535
12515203,224,42,466,489
72295664,171,44,339,430
54485235,265,44,467,534
68688690,228,46,445,483
43364192,95,44,523,554
82021603,30,36,434,495
3816879,32,42,798,853
75012127,64,46,488,533
27080239,227,45,433,462
13448550,42,47,536,555
12512885,124,50,447,556
63678133,34,43,585,648
35409194,47,38,486,508
34197271,42,44,743,754
87771564,59,38,467,521
82459898,224,41,532,557
12207902,258,44,449,493
60231480,48,37,483,499
79640064,266,44,461,536
16707329,90,45,954,1011
75104531,77,46,795,838
21469198,113,37,548,601
50674912,42,38,407,421
19062806,7,47,1087,1125
66234362,177,35,530,599
48468153,162,40,1066,1126
70013129,100,50,1101,1124
74585223,34,42,516,572
54214636,46,35,1189,1211
46500383,95,45,800,838
45844524,133,45,953,1012
62649696,46,35,421,443
67700692,261,47,425,476
24808378,35,46,519,539
27280942,180,36,483,536
18501157,118,38,444,465
46599964,125,45,811,839
75389677,169,47,526,574
67339553,54,47,394,462
85858158,42,41,564,572
4055685,100,49,586,604
26353356,59,44,402,454
12864190,227,47,543,571
15721924,46,45,767,775
51993723,30,50,660,724
89554270,39,46,1101,1123
43749576,117,44,483,514
16627381,62,37,473,511
65330561,48,44,500,511
65939720,196,37,426,458
44491156,35,37,516,526
37117781,12,48,990,1011
69178792,104,46,349,362
71500792,27,39,441,487
39063426,149,45,507,547
14486037,107,35,495,527
15543817,4,35,550,585
34904758,57,45,474,547
53341509,43,39,339,357
15079492,113,35,442,488
79756351,1,44,435,487
12542953,37,49,506,525
84498311,62,45,492,547
19161469,49,44,574,588
67941502,80,46,866,909
16706770,46,39,440,461
18976939,111,46,1122,1150
79860825,106,45,467,487
88254392,113,44,411,448
64071886,58,35,371,415
50354617,66,44,509,548
80659648,81,35,477,505
19204988,112,45,450,487
68282601,18,35,1124,1151
49774265,205,45,449,488
49722809,167,47,502,547
15159314,136,47,479,545
84516496,104,45,945,960
14571483,30,44,441,487
49327660,18,35,1120,1149
67182601,122,36,1309,1332
12605633,137,47,457,524
86158094,92,36,484,547
16539239,59,35,543,587
44524057,16,43,944,960
47208543,65,36,905,934
45192232,101,36,1315,1332
52754947,71,38,449,464
19201251,46,47,543,550
48670852,267,47,483,546
33480156,199,35,430,472
25881779,7,45,452,486
16347510,265,38,436,523
50060522,37,45,465,488
44119936,124,39,507,539
54435227,258,45,516,563
49868145,110,36,436,476
49033566,170,43,399,477
75822614,189,43,902,947
45932414,30,44,494,540
12547648,152,45,515,560
16824177,11,44,512,538
5728986,3,39,527,560
33435056,65,35,656,684
19190507,35,47,503,541
71838683,50,44,519,536
50861951,55,47,407,469
17472954,26,43,937,1007
45709877,45,48,1158,1167
84594607,100,46,1065,1086
44514916,36,37,733,741
44757099,109,43,1125,1167
53226631,165,43,495,559
18589798,12,42,1142,1165
52577466,95,38,686,718
19049538,120,46,980,1008
44449009,65,44,496,532
81877152,43,46,996,1013
48002834,21,48,445,469
87035529,155,46,1156,1177
19660163,35,41,1151,1175
86433598,64,43,682,742
18544347,46,41,710,735
43867635,106,44,1027,1049
46163345,114,35,686,734
69296557,125,38,1063,1099
11942592,49,35,1091,1100
51254318,146,50,957,1005
42692462,46,42,989,1005
47316944,94,35,869,923
79678049,18,35,1098,1134
74254243,22,36,433,470
64656179,45,44,1127,1131
33124520,227,45,421,460
49532598,137,50,484,531
16282525,165,46,790,837
78511480,95,46,432,466
87568057,128,47,487,529
43335985,12,42,1053,1070
17237411,188,50,599,638
72064505,60,47,422,475
44719767,38,50,428,446
33799773,221,36,1059,1080
16364242,37,38,1259,1267
18439706,107,46,780,802
49443525,42,38,474,485
21875089,44,48,742,755
74987463,36,38,499,508
16414768,127,44,433,457
2520067,68,45,583,608
50352979,37,49,1000,1015
5448864,21,39,531,553
11932392,225,44,472,493
75362454,253,43,1274,1330
78836268,225,45,477,495
64331959,55,35,1149,1210
12675956,115,42,517,551
15085698,1,44,441,492
89576456,166,45,712,753
72005471,7,36,1051,1074
3478497,46,39,531,553
84913077,116,39,463,492
54361341,73,47,510,534
70375336,39,43,483,494
79025956,42,49,1053,1075
44984409,62,44,507,551
74564667,20,45,537,552
69124670,46,36,538,558
28359648,131,46,492,534
14728413,206,43,498,532
42761728,193,39,1241,1275
54228176,6,35,1051,1083
52407142,38,45,510,531
16054076,114,44,483,530
2101579,171,46,427,532
78620704,7,47,492,530
51611573,46,43,728,742
88139405,204,37,524,560
74218106,51,50,406,477
53286243,109,48,443,469
66726712,232,37,800,827
11638802,44,46,1072,1084
45595922,115,43,698,743
35059454,131,47,483,532
45207727,14,35,508,530
63921519,10,47,504,535
67902009,65,44,708,742
88805782,96,45,675,703
72753826,113,46,494,531
54214896,126,47,444,473
86684183,113,45,426,465
75987274,45,44,1008,1012
44502415,214,42,1106,1134
26922827,250,37,383,438
14038602,37,38,729,738
80515663,42,43,914,921
1668241,110,50,670,702
20327252,6,41,1097,1132
79635189,46,35,1077,1100
45050950,66,47,521,559
62722330,24,44,1110,1134
89832542,71,42,453,478
16785245,115,44,887,920
88201890,105,41,1071,1098
44836272,231,41,1093,1133
18403947,46,41,1121,1137
81241505,12,48,1113,1133
10718771,118,48,1107,1131
20425195,39,45,679,698
19359355,45,37,1075,1099
17244632,204,35,908,946
71312063,75,44,1066,1101
17598452,66,46,977,1007
54453102,43,37,1057,1077
27100918,262,43,358,428
16243775,19,50,523,546
42602593,48,50,1071,1079
47399516,230,46,1231,1278
16171219,211,44,1064,1080
63263626,35,42,455,477
15210599,46,41,615,636
13981297,42,48,1242,1265
51102973,230,37,745,786
12647663,168,43,545,609
45767716,48,46,1073,1081
71931747,37,41,1202,1218
66976290,35,46,800,818
78906820,165,46,490,545
62832896,25,46,501,545
60178772,13,45,824,853
16871339,1,35,658,707
13094853,27,39,443,492
39851588,95,44,465,495
78008279,209,35,446,491
45242703,197,43,514,556
54348602,224,42,533,556
51233616,182,46,1013,1075
44693309,46,38,492,522
81607228,201,38,468,510
44770140,48,44,741,755
48532130,131,45,493,533
14916844,22,46,510,534
42562590,61,35,493,533
35150527,193,49,471,497
81509833,50,39,474,492
45504481,58,36,446,500
50296128,114,38,431,488
26113919,167,38,458,518
70379746,13,45,730,751
31368957,62,37,460,500
89533965,165,45,510,554
71662130,91,39,509,555
16365994,18,39,807,823
17363256,47,35,589,607
79896664,23,35,486,532
48761104,80,38,1131,1168
72500999,119,38,1161,1178
35140481,82,49,493,532
16488223,47,43,407,423
15779492,50,45,515,530
7304743,12,35,517,531
19278591,233,43,1233,1275
1334450,269,37,749,811
36516511,96,46,1134,1175
12710413,47,50,691,702
43245222,63,47,429,471
2439078,47,35,517,533
1881172,39,48,1155,1178
52392922,5,42,583,619
14041591,30,43,501,562
6492540,82,36,440,476
71978154,210,46,1072,1103
75763211,46,42,991,1007
14183796,220,41,1093,1134
78857560,46,44,1042,1049
43277917,18,50,1117,1138
19463793,48,41,1076,1099
43717083,35,41,1107,1136
83160923,166,42,430,482
9081574,40,50,1112,1132
19575721,50,45,931,947
50385037,222,37,533,558
54389522,18,38,688,704
42648514,40,50,767,790
2342427,126,44,446,468
74466401,230,38,1230,1274
84672934,112,43,752,802
72609947,114,45,487,532
81167517,226,50,486,529
34331360,123,42,408,425
17405971,113,44,496,536
15162265,111,44,505,541
42555026,4,42,490,529
17370325,47,46,669,675
75445976,267,44,469,537
86881959,110,45,496,533
4304031,50,46,467,480
89992367,21,46,812,835
46783993,228,39,481,533
12527180,115,35,393,421
64130084,42,37,518,535
66311752,4,46,658,707
39705887,131,44,516,550
10220141,207,42,456,489
46081820,215,44,531,554
53505156,115,39,526,555
18475819,96,45,439,465
79358487,95,37,461,497
68429332,5,38,467,496
51407867,157,42,978,1015
78896083,232,42,606,649
60699409,107,47,476,492
13349938,2,44,381,429
43815013,28,50,500,555
18299089,270,45,472,551
79995713,81,43,438,492
14081973,166,39,498,554
89146673,20,39,530,553
54626160,88,46,468,536
70176204,63,35,460,494
12516244,208,37,458,500
80221239,54,35,413,467
75229795,36,43,828,849
51395467,188,48,509,555
46265642,189,45,464,497
1882463,95,38,466,499
32802045,41,44,542,554
47520381,251,46,494,533
64682509,32,46,545,603
16811272,50,35,496,536
52336018,133,46,483,538
26758982,240,36,500,539
46731081,199,50,429,477
23330170,118,35,582,601
87908379,267,37,522,570
5209744,80,50,1179,1213
2725913,44,40,1112,1127
44879619,61,38,497,538
42284041,46,42,1001,1014
45051523,166,50,437,476
12180494,61,35,541,578
12584679,50,48,341,349
54625957,96,45,1072,1099
48036124,38,44,427,447
75333201,56,40,994,1034
69895074,188,35,397,422
68465314,46,36,525,549
62878748,65,45,538,572
69047683,55,50,453,519
15625399,170,47,517,574
17863741,230,38,549,588
70186945,63,37,440,466
71650076,50,36,993,1009
52309198,114,48,483,521
47260310,241,45,673,720
50347085,70,46,1103,1125
13986182,49,37,446,461
12588247,10,44,485,515
31306832,27,45,678,720
