GRANT_CARD_CODE,TAP_IN,TAP_OUT,TIME_IN,TIME_OUT
49167523,104,40,439,466
5603327,96,49,435,471
49235193,21,50,437,468
52407376,59,45,453,513
39947041,258,44,477,540
83078020,62,48,461,518
28416196,26,44,417,454
79706066,95,37,472,512
6950560,203,44,473,513
74987418,224,46,1113,1124
30499512,185,50,476,519
39900236,211,38,541,575
28553157,65,37,470,513
19716048,216,46,987,1006
71751095,49,38,984,1005
52383855,55,43,1053,1122
12517315,38,50,931,947
16884333,59,37,458,511
7333637,114,44,466,511
80148063,41,46,1106,1123
19098847,231,44,455,512
15617230,157,37,484,512
67983226,43,50,693,694
11880709,231,40,535,573
64632838,7,42,756,787
46259460,267,47,490,571
70045667,128,44,427,452
65352527,18,46,777,787
66275042,44,42,775,786
75376653,35,46,1370,1404
89040869,2,44,463,513
49871358,237,44,474,535
4746578,156,46,1108,1125
46575018,35,46,986,1007
50906981,80,47,435,477
12594144,128,45,481,515
87174612,107,39,1076,1115
66457563,114,45,468,514
74563033,16,38,1041,1058
85276872,199,44,609,678
1182454,66,43,437,458
65285142,126,45,410,435
14799134,19,50,1091,1119
74520716,40,48,1031,1057
43809436,20,45,1258,1280
62364387,42,36,496,515
4856860,111,44,570,608
48407679,38,50,1107,1122
61800269,42,37,1102,1118
1796540,35,39,1041,1057
79817358,153,45,464,515
14796569,20,37,526,557
62478551,42,46,866,885
79687384,94,43,430,458
3500749,222,36,556,601
1673776,36,41,1340,1356
45108663,133,37,439,502
12535458,35,37,741,750
60935069,236,38,606,658
17696162,162,43,1223,1267
42622494,138,43,555,601
14231129,35,48,1103,1126
47417155,47,35,905,922
15986665,61,36,564,602
16485730,139,37,530,558
84003426,129,37,879,926
13987107,13,49,1240,1267
45387073,105,46,490,506
52571800,199,35,512,558
47565006,59,35,503,559
87195363,265,43,514,600
35463725,115,43,388,425
16608186,46,35,538,558
18433226,125,43,437,469
43140746,27,44,501,540
79506287,126,50,454,491
14490074,133,45,492,540
31002069,13,50,1269,1269
50499332,41,43,954,969
12011834,61,35,496,542
13150001,221,46,511,540
49679398,109,43,1119,1158
43566833,113,50,647,704
15197624,38,37,483,491
86608517,66,47,481,535
15922111,66,50,749,785
35044960,43,50,978,1007
30770863,128,36,604,641
72427123,58,49,458,522
68158427,57,43,914,962
44638750,20,35,925,959
23108089,57,35,531,588
46506069,125,37,1297,1331
4523258,13,35,575,588
71858238,82,42,426,485
45006436,38,37,516,523
14694637,57,50,423,523
43162061,65,35,431,458
16745425,231,43,1280,1333
19635822,97,45,463,486
82834617,6,48,546,585
81289210,64,46,1116,1150
54383191,43,47,509,527
86684993,50,35,580,586
49002419,171,45,442,548
45411625,160,35,558,587
82659746,230,49,488,524
10629559,41,46,569,588
13444684,20,44,524,538
12886980,45,42,666,683
61896523,10,41,945,966
88623738,3,46,409,458
87320689,33,50,470,538
44913888,74,43,500,538
11540744,205,44,450,478
71837595,35,45,516,538
48109769,46,40,518,537
32118567,80,45,825,869
12778242,118,45,1064,1099
5819467,35,38,1020,1033
48036961,42,46,446,464
18360216,44,46,717,723
42126404,62,37,548,574
45988842,230,37,1223,1261
51870911,209,36,424,457
78417197,95,45,566,600
88519973,2,40,436,474
14888486,57,50,477,536
40715873,49,38,1104,1127
70036628,58,44,426,478
6141960,63,35,981,1012
27111214,239,35,566,600
16537000,123,35,1179,1209
71771300,61,35,391,425
80108690,1,36,497,538
11099785,1,43,518,573
86433314,47,50,1202,1212
72841844,115,36,523,539
18532340,129,46,395,431
19599623,19,38,1105,1128
45656310,37,41,1199,1213
1154052,116,46,395,428
6623890,50,46,569,581
11553165,109,46,800,827
576968,22,43,1103,1124
5694473,135,44,491,540
72644324,107,44,488,512
14456251,37,49,1108,1121
18475438,44,37,837,862
15619390,272,43,496,590
18550452,206,44,481,512
49437860,65,44,478,515
18538364,35,48,1331,1349
52278697,81,35,652,682
54055230,228,50,420,460
79736316,183,36,475,515
78104563,97,37,485,515
36942807,209,39,428,459
32886416,46,38,416,440
45621113,47,48,1167,1200
85827372,114,43,533,588
20308763,224,36,544,573
54245038,21,44,498,515
47115919,125,44,508,537
16120124,50,37,502,511
79603909,7,37,571,591
31115534,131,46,504,545
66816459,96,44,570,1099
53257411,54,44,868,931
49913537,229,37,407,446
54072237,50,45,475,489
24594626,45,46,358,363
85667814,267,36,493,545
64755727,205,35,538,584
19381587,194,45,509,546
17427225,113,43,492,547
61861482,45,41,892,912
54619321,38,47,503,527
45696285,208,45,519,547
80646504,158,47,529,548
69211990,242,36,1291,1332
86095346,91,37,465,525
71848436,48,45,538,548
26816059,128,37,480,526
46152717,265,39,499,588
12313938,228,43,439,487
12450044,1,40,442,485
50408242,168,47,497,546
53770236,59,38,382,423
78239486,120,38,748,764
80496913,42,46,502,519
85972987,110,45,451,482
49261473,69,35,1313,1329
51282552,41,46,500,520
64870620,37,43,461,482
13386257,144,37,444,482
11070456,12,44,861,890
33959529,152,46,468,521
30544847,245,50,1090,1141
15979715,230,37,476,521
86850496,230,47,745,792
16364240,2,37,449,484
15734835,195,44,474,522
50393379,32,40,378,434
31070197,138,35,513,547
1951389,60,50,1102,1150
12224512,158,39,514,545
6871679,84,38,337,404
12791852,184,35,443,482
62010899,137,44,722,763
11673545,54,35,423,478
3971599,42,50,611,641
1810206,184,35,510,546
44563862,68,35,749,761
79926832,253,41,661,717
65497873,166,44,423,467
48663095,18,50,1065,1088
12990859,65,44,741,773
71248594,5,39,518,547
45533386,81,35,520,544
33524524,25,37,712,766
46703066,65,43,585,610
13958393,227,45,484,516
24190045,49,45,504,515
16722584,39,42,872,881
16722860,38,46,1036,1059
54223750,114,37,447,501
50686918,45,41,941,958
14831495,44,43,647,683
44294268,225,49,480,505
17043774,25,43,778,810
32509875,231,36,776,812
2209238,128,38,1003,1046
75705886,225,44,533,550
12618540,113,39,390,440
61168528,41,44,538,551
50065349,242,50,431,477
63341941,46,43,681,704
87125086,37,35,1115,1126
88341801,62,44,519,557
85032395,110,37,463,505
32722598,157,41,395,428
52254374,35,42,1151,1177
33286385,103,43,582,605
43012769,109,46,472,502
70388630,231,37,469,503
45066312,17,35,1088,1127
78455909,226,45,579,603
54102155,232,38,425,455
49889707,111,39,487,536
71706260,111,45,647,686
47877145,34,44,1047,1096
39717508,203,46,854,902
12545109,62,35,502,542
49208246,107,45,513,537
84618312,46,37,660,683
13139574,266,44,461,538
45612311,220,37,510,541
14797738,124,37,643,683
43362245,113,45,500,538
42645431,4,47,515,562
7155036,61,43,518,560
79816255,25,44,448,479
7325631,49,44,431,444
11020978,108,44,422,444
10350421,228,45,497,538
45418018,45,50,1084,1100
15706967,114,45,494,537
14790785,35,50,959,966
84503622,82,43,859,921
85694005,6,43,987,1024
30002015,216,45,521,538
69633382,65,46,856,899
11897108,19,49,419,442
17196372,218,37,511,537
26069517,227,47,513,540
46454317,32,44,724,781
39829790,117,50,1234,1259
39326420,149,50,1158,1209
89237518,87,43,478,535
18435893,61,50,526,573
6290013,76,42,1171,1209
88338222,46,39,1102,1125
4813233,21,50,445,476
18330267,103,45,583,599
16085933,3,39,450,482
74314515,90,38,1011,1055
14988940,26,50,334,395
27014316,46,35,1257,1280
79908732,13,46,947,972
71516530,167,45,465,515
78239616,57,38,464,515
87939635,233,45,483,516
11157983,71,47,590,608
86361754,42,43,1276,1288
10299484,166,46,570,610
47214205,96,40,539,559
42998890,110,49,472,504
75760686,22,37,521,557
12836258,17,45,678,703
72276782,37,49,1112,1125
49752850,111,44,524,558
81364006,211,47,682,712
36500682,41,35,434,455
12463081,20,46,1199,1240
78427559,202,35,516,554
61077927,68,45,779,811
45466134,3,45,389,438
30056166,39,44,530,548
43625350,117,35,1024,1045
16953058,63,45,771,811
16726048,241,44,470,502
44946155,42,37,463,478
83120544,43,35,1153,1177
43887062,95,45,522,551
21895548,97,49,405,439
78760019,118,43,506,537
71799585,270,38,414,483
53078774,114,37,437,491
10737237,1,38,443,483
81410782,87,37,616,687
12276513,56,37,487,541
42734656,1,45,486,540
74284086,132,39,484,539
708940,226,44,426,446
89956874,113,45,739,780
17011415,1,48,727,784
21117257,247,45,526,564
36565894,80,38,506,541
14953182,35,40,514,537
39573364,178,36,427,487
6352785,67,35,947,968
25097866,69,46,509,538
72496939,2,45,489,540
25857404,106,45,764,784
6353039,162,37,451,488
79601795,258,42,492,541
53678142,42,45,547,560
1170763,163,39,553,600
62944881,115,37,517,538
79477098,154,35,531,602
20301035,41,37,584,599
70164460,49,44,389,403
79114563,81,45,520,571
48064223,193,38,1093,1128
18577200,49,43,574,599
12535252,113,35,477,539
79019912,5,38,513,541
81928808,3,36,498,538
87368943,137,46,559,602
20923066,40,45,519,535
46761555,225,45,823,838
85697923,171,37,481,570
18249017,45,41,1112,1128
44114432,5,50,690,727
87286600,45,50,1109,1124
14614671,115,50,466,492
81515465,55,46,838,900
23320911,46,42,522,535
54306613,50,42,936,965
39357068,42,38,689,705
44000240,31,48,473,536
12893689,132,37,484,538
42758894,123,50,1069,1100
11702957,215,45,741,781
36191683,46,39,514,537
75436522,59,46,467,542
39221149,96,44,540,564
70150265,213,44,461,478
63547062,49,45,527,538
46668840,115,36,520,538
84113922,50,47,530,538
12588923,167,38,473,534
49330444,62,45,1315,1355
42787258,78,35,695,727
54341695,137,35,391,424
83901500,254,46,796,835
74873581,12,47,549,571
32423050,79,43,1304,1355
39950020,66,48,1179,1212
80163693,3,44,493,537
44889644,11,45,811,837
85754615,109,46,509,537
13931794,37,46,579,603
18601807,56,35,395,443
36364083,46,38,397,423
35803005,110,43,526,571
23128705,43,37,554,573
69206949,124,43,618,643
17104423,188,43,1077,1122
17412078,194,47,539,571
11826652,34,49,446,518
16072049,95,49,484,520
88760155,21,46,1315,1338
51468677,37,40,984,997
47833310,163,47,541,574
78887247,38,45,467,489
53395170,51,35,519,587
19356244,97,37,494,523
12326387,44,45,483,488
69002605,12,35,631,643
79694553,115,37,491,515
19598413,230,44,457,514
23464770,75,37,440,459
13664773,210,50,649,684
53457958,138,45,473,515
16315293,199,37,427,467
43614492,61,47,522,571
12672730,208,46,481,519
45108648,122,45,851,864
14512443,41,37,580,594
64053514,114,38,402,460
43963050,49,37,494,506
49781038,21,46,372,394
67682330,210,36,1220,1250
14076426,34,43,599,656
67021680,271,43,611,701
37373991,1,47,500,555
15986755,82,35,1094,1124
11855212,22,35,544,585
83434495,9,43,513,550
12656988,199,45,544,589
64374959,109,45,512,546
17455295,6,46,498,548
87606118,41,46,336,362
27681990,37,42,939,958
61363350,62,43,1293,1333
72278305,212,37,493,526
49207342,71,45,524,548
53780025,114,43,485,539
40001296,188,45,737,784
84527086,1,38,856,899
65053414,28,45,511,562
17937061,250,50,921,1005
50473472,112,44,528,565
20408334,64,44,751,781
61439433,12,44,980,1002
51838625,218,43,953,1004
74602502,129,37,445,492
17725345,44,38,926,948
16385099,108,38,904,945
12586403,45,42,1151,1162
85915838,6,46,498,542
54463369,15,43,904,924
16571995,50,43,514,538
21389903,38,42,527,540
19210195,42,35,659,685
19660196,21,41,663,686
35897790,43,50,515,538
12512523,205,35,433,486
70182352,35,42,464,487
43458704,110,37,483,523
66434253,137,45,509,550
14440487,55,35,963,1014
44997921,93,38,482,536
54178163,207,37,499,571
32494244,132,44,365,402
16569341,21,39,576,602
70091887,26,35,330,391
53719180,64,36,498,536
12303530,96,47,509,535
81823615,220,49,1155,1176
43467952,109,37,533,571
79780571,13,45,1188,1210
16919733,98,50,695,728
53537946,11,41,1107,1123
16339150,139,46,483,539
19354441,95,38,448,474
3625221,132,46,530,581
12609038,114,35,529,579
30192387,22,44,1032,1051
18362834,91,38,426,475
70397719,114,49,684,721
51912701,107,44,655,684
10585273,44,50,661,685
74506396,42,38,460,470
49470241,26,44,424,459
12175104,37,44,488,513
19467360,129,48,476,520
75734232,9,48,608,641
87928636,43,50,977,1007
87240882,68,40,434,447
42758289,75,37,491,511
44024991,38,45,492,512
86070411,18,40,1110,1122
14126419,143,45,610,644
44431569,5,37,482,511
31035001,209,45,611,640
11103709,118,43,330,365
49491451,34,45,449,512
9224404,120,37,1011,1026
86806179,101,39,871,902
15674932,170,45,497,561
47213377,46,42,472,490
12513490,38,41,442,538
15781725,124,47,516,538
60504574,61,50,490,538
35529635,21,50,889,922
1871864,5,36,438,467
64374267,61,35,407,442
14206567,122,45,1334,1356
6429154,73,47,975,1013
26096359,38,50,710,728
11957467,44,48,1164,1175
30767916,109,47,515,538
17909687,27,43,976,1014
14848102,18,48,821,836
54410962,122,38,435,463
12625176,123,38,1092,1123
79282052,56,35,548,599
74382303,230,42,420,468
72172508,8,37,991,1015
61027302,165,46,486,536
19354572,24,41,1161,1211
89196850,45,38,1108,1128
83459052,60,37,531,574
14137861,14,46,1100,1122
78507417,80,35,750,777
21198759,224,44,520,536
52405682,46,42,993,1008
11385526,122,42,762,786
71611457,113,48,562,641
15426356,215,47,499,517
50986082,42,46,505,519
43996211,167,50,476,517
86005773,205,49,477,518
89250167,112,37,332,383
13818200,6,40,970,1006
43730496,34,45,515,575
20759592,247,43,735,775
65321453,36,39,1115,1127
83460585,46,37,477,503
51150133,29,38,447,503
20705028,207,36,464,504
71101291,30,47,541,597
11911145,188,47,507,555
6221521,139,37,412,436
3462880,36,45,580,603
12733584,101,39,1125,1146
71556548,21,44,489,504
74987368,66,35,933,955
1827471,49,38,419,438
17555591,58,42,638,679
84042700,95,44,521,550
70298093,126,41,1180,1213
45363291,35,42,479,501
20213452,50,45,596,613
46200505,205,45,465,501
44685190,221,45,472,503
15772366,129,44,521,549
14196420,43,46,491,504
48230279,42,44,537,548
72172614,47,37,519,538
30566068,50,35,554,561
52809197,38,47,518,540
18543824,46,43,935,950
16801402,232,35,879,903
47406857,215,50,1106,1159
16953122,229,35,647,685
12519262,38,35,524,538
14763228,60,35,489,541
32421489,50,43,1303,1335
89862471,43,35,931,959
31070451,111,35,1107,1148
64954501,93,45,503,546
15296676,46,35,445,464
50442118,114,45,497,538
89793598,137,43,962,1004
31822914,266,45,480,563
42644589,203,37,534,570
75422216,116,43,561,598
22849863,95,44,449,478
79719252,146,47,572,602
45708990,56,43,785,839
84746040,39,42,464,472
14246610,13,50,1193,1212
89464023,20,45,520,535
78230371,216,37,538,573
74322866,81,38,495,535
68967902,61,35,390,425
52281334,105,41,542,573
42864868,21,43,981,1004
19107260,58,47,504,573
43248019,177,35,535,602
86935119,20,49,987,1013
46814144,180,50,656,726
74930807,165,46,490,537
74698520,108,35,1182,1212
17499343,20,47,549,569
12994233,231,41,964,1009
14749317,131,44,651,684
78089919,152,44,405,445
52371356,46,49,1393,1404
14433201,61,35,469,514
88942260,59,38,429,470
52087942,32,50,447,520
19723096,209,41,978,1007
87637444,130,36,457,514
11513383,37,42,747,784
52709906,92,45,673,721
43154753,70,37,846,863
71137597,64,37,472,512
17456359,1,50,465,518
67034160,41,46,501,518
17370185,267,44,441,514
72361604,123,41,1174,1198
31034694,202,38,443,470
69792900,46,45,1332,1340
44816100,77,43,1077,1121
16679109,107,48,499,520
49101098,106,41,975,1008
19017662,6,48,657,696
50307014,230,50,522,555
78245145,3,35,519,559
15864536,114,48,520,558
16063427,130,42,513,555
14157979,102,46,910,927
14797884,50,37,547,557
1062123,156,47,543,555
46067400,55,45,594,657
32394472,38,37,550,558
19353461,96,35,515,556
16338316,21,49,1324,1357
447650,204,50,430,477
46152480,38,47,532,556
60654598,55,43,1069,1127
14285244,2,46,425,477
87795285,18,50,1106,1125
19187402,216,43,723,764
19483446,160,39,1046,1084
14474762,229,47,624,672
72187079,37,43,1062,1082
39872129,13,36,650,671
28919493,63,35,416,443
39570554,44,43,754,764
52728154,45,38,1065,1086
24842725,31,44,555,602
66909577,46,35,535,554
2394731,228,41,376,428
51869713,270,37,488,556
88638715,133,49,539,595
87224407,157,38,431,461
12622128,46,43,580,595
43374167,128,45,509,543
81267540,97,49,595,630
33028135,39,45,520,541
71130906,217,50,703,734
79440526,42,48,491,512
12541050,156,47,495,510
20751825,166,44,587,629
44534886,19,46,491,509
12591444,55,37,409,461
17833708,156,45,490,509
53134793,240,45,475,511
87129113,129,43,402,469
1785536,71,35,730,738
39676381,57,38,412,450
70193447,22,46,487,510
12541079,130,46,677,715
12681048,64,50,780,813
74745187,46,43,886,901
14038616,38,37,605,614
11722535,34,39,444,509
88796091,64,48,478,520
43175776,164,47,524,557
88425376,216,37,524,556
81661003,168,37,462,520
72643616,113,45,446,485
801341,38,37,478,486
42912586,42,45,513,526
49834700,2,37,446,482
14433210,132,35,464,521
53179200,66,35,499,525
43583225,35,44,499,523
11575439,266,43,630,776
3595380,35,38,469,483
12663180,39,35,872,889
15645891,125,36,752,783
12233046,42,46,1131,1145
74951454,51,35,449,524
36641544,54,38,1267,1318
44554765,129,44,496,526
47319789,107,37,453,483
2415845,34,39,453,524
51682137,13,35,871,886
42759247,59,37,460,517
15943997,38,45,448,467
64153623,36,43,989,1015
12122062,97,46,403,433
10711454,3,41,408,446
50328508,34,35,460,537
51722941,45,40,815,836
73098268,232,38,1091,1124
43329490,101,45,521,536
80778525,67,43,994,1015
75602854,19,38,1105,1127
85687988,34,43,1071,1127
48846841,20,39,581,602
49276123,188,35,570,599
18393758,128,45,538,569
39226015,130,35,554,600
17056124,105,37,546,572
87650710,24,50,1161,1211
35838085,187,41,375,424
85073261,152,45,495,539
45881141,61,47,782,836
43652782,50,46,824,838
79216220,216,44,435,458
89552827,204,44,476,514
23213276,226,44,436,456
83664791,46,37,493,516
12173634,5,35,967,998
60280983,119,46,965,999
75812094,123,50,1093,1121
47393933,35,37,932,943
43082172,6,37,763,787
45447111,12,44,1322,1345
10152539,62,37,476,515
15426889,21,37,838,866
16971984,38,50,502,520
62889190,77,42,901,944
11036835,165,37,465,516
6299976,97,44,438,459
21596930,16,48,921,944
43989484,162,44,476,515
16367812,133,44,467,514
23449806,125,44,511,540
79506959,110,37,472,515
3861537,35,46,618,642
45036128,169,44,525,587
74122675,40,44,470,485
70085718,95,37,413,449
83338020,106,37,523,550
43435601,122,47,570,587
72498226,5,45,446,488
18536926,65,47,501,546
72793680,21,45,527,546
11159548,113,36,409,454
85149076,60,35,538,588
2704098,5,40,514,546
47025315,55,37,492,550
19119514,214,41,869,910
78740725,37,48,473,488
85387643,68,42,464,490
52462143,32,44,485,1098
30092524,205,47,383,423
79167023,128,50,862,908
79428869,130,37,479,526
10669937,22,42,501,523
82167532,30,43,1251,1295
24067794,10,35,566,587
17276497,259,35,522,585
79062263,126,48,551,585
82582309,65,35,558,586
50805248,29,37,525,584
87447049,264,35,504,584
54567985,207,50,537,589
23196752,19,44,917,931
67719405,166,45,503,550
25865298,216,41,497,525
64335356,115,41,418,449
12406181,231,45,484,536
78914541,50,38,1159,1174
17177933,107,35,570,603
21077117,116,36,523,537
48414763,100,50,684,726
45780158,265,43,507,587
11249594,74,42,1359,1399
54542734,111,35,723,774
37474838,189,48,656,683
52983980,229,37,425,464
15822813,12,35,626,639
88051208,233,38,566,589
86889734,45,50,447,462
14917530,49,44,433,447
67428694,2,39,421,457
27378306,228,40,399,444
40632385,74,47,442,466
12706100,46,38,562,587
82592428,131,38,629,695
23342880,38,36,562,572
14048995,9,48,608,641
12149160,231,46,643,694
44861809,125,45,550,572
42786546,21,45,495,512
86138117,29,45,596,641
18087913,3,43,540,590
22578074,107,37,433,466
89545309,81,36,479,513
18502612,36,41,987,1004
51538238,76,45,968,1006
16076485,46,47,1332,1340
83274645,108,47,583,597
53312139,66,45,576,605
72586972,196,35,420,454
69077183,62,35,523,554
71393839,113,45,518,556
72171305,125,35,525,558
46187903,65,41,731,753
79270437,125,48,468,504
19113378,232,42,874,922
11804898,114,44,513,558
1796139,137,49,410,451
18319324,101,43,728,751
88378518,20,48,478,502
22350376,188,44,562,601
85943542,26,50,405,457
3001732,51,50,482,558
49881906,82,37,463,505
75437957,147,37,1205,1251
66274875,126,35,510,555
15866725,6,50,1062,1100
80145273,106,45,516,535
49349860,38,47,941,964
39830396,74,43,1123,1161
16066069,38,44,517,535
89403749,7,50,458,488
32793894,66,42,876,900
48197479,22,37,962,1027
36726218,51,46,482,564
12718972,39,37,529,539
65048927,264,38,454,540
11985108,65,35,893,923
13785708,62,46,487,539
13995965,46,50,761,782
37436579,38,47,760,783
81200039,30,50,642,708
11407695,54,37,633,687
79156748,4,37,459,490
13935123,38,47,539,562
52328500,35,39,520,537
11949102,49,50,1247,1259
81320452,49,39,460,481
79863720,42,38,524,537
12727569,82,47,496,539
14516865,46,42,1109,1125
19142804,131,43,968,1011
14908309,111,38,1161,1210
84158759,12,44,699,728
1945816,38,44,518,537
2062990,197,37,539,569
14421131,2,36,498,537
72786904,202,45,491,535
17527220,20,42,579,599
26994019,32,36,396,467
17554969,51,38,510,572
15380817,42,38,1195,1210
12640761,118,40,981,1009
16733081,100,46,1317,1345
43402528,113,39,399,459
74988702,42,37,556,572
74046229,9,40,745,773
45163213,188,50,720,785
89462116,184,43,1335,1403
23885951,158,44,643,682
54243885,20,49,1096,1122
72294572,229,45,471,513
70137585,42,38,936,947
72469926,6,40,982,1009
53410481,45,47,714,721
30164740,232,44,498,540
44252579,38,50,1106,1123
19608087,37,48,677,696
2331276,44,38,922,947
20842470,22,37,477,511
14269600,40,44,531,548
16255660,82,49,466,503
51556583,269,35,357,415
25876704,59,50,422,476
47339344,49,35,900,923
79915297,124,35,521,557
46022168,39,46,1215,1239
13029520,46,47,547,555
36375205,128,47,406,440
18522286,46,37,534,555
51974664,138,45,1195,1247
11316218,179,37,443,504
69077985,236,35,475,559
48174470,262,43,523,595
84709764,128,37,460,503
49201860,34,47,474,548
36961129,157,37,467,491
16729968,13,50,970,1004
12628747,23,43,532,561
1212201,71,42,978,1002
53282108,21,37,458,489
81694165,96,45,655,684
65477190,231,40,415,453
15044537,3,50,448,490
72061430,114,46,496,538
42713357,62,40,435,457
18220672,107,49,900,924
79249410,21,46,543,563
13648928,115,43,917,968
43744939,165,37,490,537
16979009,236,37,492,538
12595809,133,45,518,563
79487092,39,47,543,574
44778258,201,44,420,460
85711597,65,50,906,945
42624004,38,42,996,1008
25554723,4,50,475,517
12873354,114,45,470,513
79073741,194,36,1135,1151
49132221,37,44,909,934
49402810,188,50,884,935
75705677,127,45,513,550
75924460,5,47,482,526
19030221,97,45,460,486
37038971,219,46,1177,1208
19277613,44,35,461,485
35460164,21,38,918,959
74112346,22,45,939,958
81108162,35,43,903,933
32180444,50,42,1125,1151
87783214,38,45,528,550
43382573,62,45,495,546
43401429,16,46,1306,1331
52546242,170,35,898,961
54099901,64,35,517,546
12607220,49,40,413,437
63546937,269,46,414,481
85405792,122,37,503,526
17022734,109,45,460,487
11450510,56,45,366,418
42734557,1,45,433,488
15495590,115,36,471,489
82587601,146,45,519,564
75229953,111,36,496,542
16407069,207,43,537,564
44412112,63,43,536,564
50486459,42,44,549,560
6104855,163,254,540,540
46824763,188,45,487,537
72053134,57,46,465,540
46119084,44,38,458,477
88967319,167,49,430,468
12710148,48,38,559,582
78133937,216,48,387,410
27681990,42,37,852,871
82274148,47,38,454,480
14934803,50,46,448,466
19339326,22,42,758,780
68489795,230,45,1050,1096
12514836,161,49,945,1047
79229237,113,44,408,448
52849454,170,50,525,581
74591139,229,42,419,471
51788188,44,40,1084,1098
2353330,104,38,446,478
65387507,115,50,439,464
70502399,38,43,1046,1061
2588890,2,35,416,459
15835882,221,48,550,578
79891033,44,42,854,868
17505745,127,44,475,512
84327523,210,49,1097,1125
17096439,7,44,416,446
75500796,25,46,833,867
85346201,196,42,631,683
70157339,11,44,437,459
21880102,45,42,670,683
42757565,115,36,499,515
83574438,47,50,777,787
71161358,56,40,405,448
12142850,166,43,546,590
16257302,168,46,470,518
14105788,95,47,484,518
44867006,2,37,475,511
14206494,50,45,410,424
52281102,167,50,476,519
89491908,6,50,911,944
35533593,60,44,405,454
44976247,107,44,509,536
64564434,137,46,945,996
17204387,38,41,459,468
39889283,147,35,425,464
18355808,44,46,1197,1210
24189713,123,35,1115,1147
16706510,46,42,474,489
11185718,43,46,525,546
74321759,9,45,456,486
53754523,147,41,880,909
80878921,50,46,536,550
61002590,45,41,892,912
15321557,224,35,496,525
52185994,4,37,904,934
61798407,21,47,562,585
79733707,165,50,395,434
52582638,105,36,501,525
47369881,43,46,465,480
43723876,122,35,1178,1211
71102128,180,45,850,934
50409410,63,40,460,487
75729344,188,47,484,546
15904356,36,39,472,485
42551864,34,47,454,524
45811472,38,45,468,488
88923651,186,47,497,550
15088695,27,47,543,587
3187074,62,37,448,586
74812622,57,36,468,525
50870512,37,48,942,961
46714870,130,46,541,580
61986179,111,43,775,825
43020346,118,48,696,731
16920082,62,37,552,580
79845357,20,35,543,579
39700557,76,45,1064,1099
13138404,101,49,1073,1096
82589033,115,36,1079,1100
43958853,44,47,1085,1096
75467401,227,49,831,871
44362518,214,38,1060,1100
52129233,20,45,808,825
60048617,122,46,566,581
11508967,96,48,694,728
9266752,46,42,1048,1060
16159394,16,50,935,963
18543635,46,41,708,730
45634065,178,43,792,871
72745335,113,37,529,581
83722637,155,38,794,828
17412427,46,42,452,470
32378919,65,35,754,780
47903635,127,49,432,469
42568055,33,44,456,514
50255537,173,43,899,1006
49596965,46,45,506,515
74701386,60,48,451,518
62472271,129,35,361,409
12726502,35,45,566,587
14666549,17,35,686,715
84086029,39,50,317,423
12593123,81,43,908,962
13638540,6,48,919,961
69801793,21,37,552,587
35097126,2,37,451,486
17208821,21,46,1120,1143
45019665,6,45,448,486
32458794,66,50,372,400
13246675,18,37,462,482
12629821,13,49,1209,1281
12736762,39,37,472,482
13001066,109,44,477,523
39244434,80,50,374,407
87616799,20,45,433,451
54471136,153,45,816,887
79158716,40,37,470,483
46299872,237,44,457,522
46033442,234,43,1066,1142
50246209,50,45,1067,1081
68525248,207,35,944,984
11974617,20,38,1105,1126
49502926,229,43,382,432
54232717,76,40,1151,1182
79231037,50,40,1157,1177
16637686,80,46,1047,1085
89213641,6,43,388,430
47765401,232,36,841,874
74837762,78,43,717,762
32081454,13,38,1114,1126
46292224,220,43,916,970
61904648,45,43,1118,1127
49931093,16,35,848,873
15619207,122,42,961,983
51328889,35,38,1243,1262
16706060,130,47,490,542
28660870,46,43,529,541
87494611,30,47,555,611
17144840,258,41,982,1047
17757979,165,45,779,824
88474280,96,47,514,542
43018978,82,49,507,544
45288244,166,46,568,604
18549515,18,46,1035,1046
7098325,195,44,785,822
49694953,229,37,502,539
14471174,50,43,1198,1229
65365067,113,38,410,462
19139533,46,43,1231,1251
78285465,21,46,590,612
86138995,34,49,498,572
39088020,199,37,496,542
18505529,79,46,503,542
2154806,78,49,1269,1300
84683706,27,39,491,542
19260324,37,48,417,434
37478563,35,46,548,570
10067578,76,37,850,876
8366356,225,42,438,463
21987055,21,41,1018,1049
39765355,231,43,482,540
79881523,35,47,528,542
52826582,152,46,493,541
18313592,115,46,502,540
16093893,43,36,520,542
82513237,129,47,576,614
79310547,230,42,520,570
10192450,5,46,557,609
43214061,19,43,1348,1372
71788809,166,47,570,611
88477440,21,45,1363,1385
25525738,100,46,1029,1047
20053393,35,50,668,677
89651246,51,35,1081,1143
14600444,166,37,779,827
65898926,1,39,1285,1330
82690233,75,35,870,887
51634615,46,44,877,887
75380647,46,39,433,457
17158422,79,43,502,557
88838227,167,35,472,526
13935043,38,42,1308,1319
60743015,46,41,883,911
69349512,75,37,464,485
42601337,32,45,447,526
3457577,46,49,750,764
87840066,201,43,836,886
2438231,4,37,454,486
37424960,22,45,448,470
17158502,208,45,1286,1316
19259960,78,46,480,517
209230,228,37,438,485
52995552,115,45,367,407
23907868,210,45,951,973
82413679,39,46,454,478
39839643,221,38,1097,1128
12592149,162,38,1044,1084
47706234,38,35,1069,1084
43512529,159,41,1037,1085
17023542,45,43,957,970
