GRANT_CARD_CODE,TAP_IN,TAP_OUT,TIME_IN,TIME_OUT
72456128,198,41,599,639
25047467,19,38,1057,1077
702139,42,37,1005,1025
72156292,238,50,607,651
87588652,4,40,606,637
82972030,18,38,1069,1088
35257426,65,49,469,508
50063891,75,35,853,869
61992093,208,36,475,510
44146407,7,38,1037,1057
14420209,48,36,425,440
74704353,157,38,1034,1066
84664655,218,46,619,652
43668972,68,49,1103,1148
71290729,165,41,443,510
5820990,46,38,1039,1066
30075076,88,44,1220,1282
12540903,208,43,468,651
89538669,137,46,425,468
12625675,42,50,843,868
15584106,213,38,1056,1091
11367270,36,38,497,508
43251420,25,44,439,471
64581335,227,44,443,475
65864481,50,44,1129,1148
79818999,43,41,1139,1150
71162284,124,36,611,641
79453717,54,40,461,510
47688703,50,38,1064,1082
48592273,20,37,933,961
87559611,136,37,442,509
64254093,267,39,571,638
48287823,19,38,1034,1058
18919254,114,49,403,461
15379230,196,37,474,508
12707347,123,42,862,888
19745055,145,40,1006,1025
32935840,231,37,477,509
46271845,63,46,849,890
78905013,27,44,435,472
17826392,74,38,486,511
12383844,115,49,482,511
52564369,208,46,439,467
28947746,35,43,1014,1044
75964863,21,38,1092,1119
84029299,230,49,1110,1146
12512566,39,38,1053,1058
71085743,20,39,1039,1061
89430045,40,46,870,888
12638609,2,36,630,673
68611248,61,44,1006,1057
24736622,223,48,795,827
88716906,37,46,499,521
88627969,147,38,860,889
81918884,227,46,444,468
78810120,64,38,488,512
51444634,7,37,1126,1147
15026448,97,35,474,510
83820414,25,35,879,957
14711562,265,47,439,510
68350930,267,37,916,962
1919024,46,38,1061,1083
81557868,77,46,1110,1148
16021878,13,37,941,962
36138550,55,37,844,889
78768315,229,37,464,507
80640063,98,37,407,433
51025103,10,36,1008,1025
12650157,144,37,923,958
17776876,167,41,536,599
70149497,44,38,1075,1094
84890958,21,38,1066,1094
52610458,1,37,607,652
16821494,254,43,990,1046
12109843,165,47,470,509
52945620,50,38,1063,1079
19046776,4,38,1029,1058
17496082,44,41,1134,1147
30353707,107,38,1064,1098
28392272,45,38,1039,1060
69841910,89,38,1070,1116
13051417,207,44,448,475
79815067,232,49,481,511
70276246,166,45,519,556
19260601,231,46,476,523
71202434,1,49,504,552
39234465,204,46,492,529
44059325,13,37,731,745
88627949,37,35,1064,1073
13685560,38,46,611,636
80256044,43,49,564,583
87268360,35,42,498,524
16246144,126,50,548,583
16511881,159,41,854,897
2503197,129,40,1189,1233
19235069,47,36,1282,1302
72176028,50,46,511,527
75167295,134,42,375,432
44886871,188,46,472,521
86519595,160,38,485,523
14757266,35,45,1051,1072
12044159,202,43,708,743
52299492,98,43,1058,1072
23103140,53,41,525,583
16666085,149,46,485,529
32002386,47,50,1034,1044
67732258,42,35,866,893
45228207,58,36,849,893
87452812,1,46,525,582
49153276,111,49,850,893
6709866,65,42,860,890
47411029,114,46,487,529
16345352,114,46,596,636
53747009,114,50,487,530
37259950,82,47,482,526
28407184,4,48,484,529
11828222,109,43,483,524
11077105,133,46,535,582
48887923,153,49,471,525
12587039,41,36,515,531
72368336,178,50,458,528
65088367,50,43,1045,1070
54172017,44,50,882,899
86079548,111,45,1039,1072
65498021,35,45,557,580
53157302,18,48,881,900
24815927,20,50,1014,1040
53243486,185,46,473,526
19045109,6,46,500,554
12330441,199,49,475,530
43176371,23,47,511,553
28975793,41,46,874,898
51862351,19,37,1014,1041
15468892,4,50,490,529
47486030,207,48,483,528
49526418,149,47,505,552
39266149,49,44,543,557
85895302,110,43,543,583
16696585,15,41,1013,1031
52326247,43,49,870,894
70394082,127,48,480,528
45127153,262,43,827,900
74758657,228,37,510,555
62523279,166,50,487,530
6696081,5,35,431,461
83914218,76,46,943,978
43566219,133,50,369,424
71159069,131,48,1182,1231
19152436,80,42,841,892
74830343,31,50,516,582
13744892,44,43,1281,1301
2231195,37,48,561,583
22180490,91,43,1263,1304
15882632,43,49,871,892
15006850,51,48,504,579
71925102,223,46,1100,1140
2839674,264,44,487,554
15618236,128,42,545,581
14836392,165,43,531,582
43396140,163,47,548,580
88472359,118,45,1041,1070
14452151,274,47,500,583
83635021,92,37,411,461
46725412,82,42,530,580
53504588,165,50,486,526
62543423,55,42,385,430
51722757,124,50,495,528
72508830,123,47,531,554
10067491,38,50,1023,1041
78508141,139,35,860,892
45569266,43,37,1048,1070
51021901,94,49,471,529
86722545,64,35,451,479
14847042,102,50,875,895
46388782,41,50,505,527
16694692,29,46,470,526
79186614,178,48,452,529
78893108,130,46,546,582
14269627,189,43,486,524
72459670,109,48,1126,1150
46403976,22,38,858,890
26608077,231,35,928,958
2062990,197,37,398,432
16644832,231,41,460,509
20507078,69,41,398,417
33641354,148,38,416,445
13016351,193,47,598,650
78888477,118,38,1091,1114
85008189,137,46,606,654
74080925,170,45,541,602
42745443,36,38,1099,1111
84723338,170,49,457,511
12721564,39,47,482,508
45936647,157,37,1126,1150
47746032,271,38,438,512
11787636,44,46,640,652
78010285,97,46,613,640
63466765,209,46,818,849
69790323,227,37,466,511
14881686,57,47,536,600
68969713,231,41,820,870
42811341,133,47,551,602
45919653,167,37,461,511
15152035,41,46,939,962
49268100,78,45,1265,1303
47209157,267,50,917,960
46051967,128,46,568,601
66520322,66,46,1118,1149
39195845,45,38,1085,1107
54191272,97,38,1035,1059
52371953,42,43,959,959
19056017,108,43,1007,1044
12592979,36,41,412,428
74812105,147,37,593,651
49867336,27,42,641,642
21971713,42,38,1066,1077
14553070,65,38,1073,1091
16079253,208,49,424,461
14784441,10,46,1114,1146
74812850,8,39,1005,1026
4204514,46,50,1048,1063
30628071,5,50,1021,1060
72551824,105,39,1026,1055
87441651,97,46,489,521
43728317,63,50,788,826
28823550,57,35,464,519
52150260,50,41,966,987
37269995,228,42,771,827
47517021,12,35,505,519
15362308,166,45,564,602
11005933,48,38,1031,1053
72300436,11,38,1093,1094
54510465,22,47,482,512
74258608,21,38,1040,1075
69960539,78,44,427,476
3647498,47,38,1031,1055
14263317,221,46,1112,1147
47393662,18,38,1098,1115
78574049,193,36,862,887
16821060,65,35,930,957
52298748,35,41,576,599
43649668,43,38,874,889
86768543,170,38,1019,1072
79807453,113,49,472,509
19123610,45,38,1067,1089
68824936,49,38,1036,1058
71196216,100,46,939,959
50406000,207,50,818,868
25156186,230,37,469,509
61231172,18,38,1058,1075
60844215,38,50,945,961
80971732,49,38,1076,1094
19679895,155,41,1114,1150
64455798,13,38,1063,1075
12513155,45,46,1144,1150
48641668,76,37,488,511
11602896,187,35,1114,1147
79288349,77,38,1063,1096
74562620,230,38,1024,1063
75903112,45,38,1073,1094
46579272,96,35,417,452
43219793,158,38,1089,1120
21969811,20,46,622,640
54145646,13,38,1108,1120
45983378,20,38,1066,1091
15916698,93,37,466,511
12197230,123,38,1023,1054
12365557,4,43,594,639
15145167,15,47,681,716
79698644,21,38,1087,1114
75656961,224,42,486,508
22257778,106,44,455,474
82708787,45,38,1065,1086
48184438,165,46,606,652
1040010,123,38,1070,1099
36690185,64,35,1277,1304
75267951,21,47,486,510
82953211,12,38,1106,1114
42902148,124,43,995,1023
38949223,144,47,1014,1046
18153247,23,43,1004,1026
11243174,56,35,995,1046
19731273,104,46,602,650
68492905,13,38,1063,1071
71261823,114,35,460,511
88060322,43,38,1089,1103
70157334,44,35,1024,1049
37489568,19,37,993,1023
50153909,41,37,865,888
52747543,130,44,549,580
52095425,96,50,528,583
71867371,22,45,534,556
51020758,178,47,438,524
19336922,1,45,524,580
48723464,38,47,558,582
44519688,170,43,1161,1234
79657418,13,48,1044,1073
34437539,35,47,563,581
36687501,239,37,1111,1142
72462018,55,44,460,525
78989570,111,47,497,527
19231499,56,35,1078,1139
34486391,47,41,868,893
84079474,230,37,540,581
79496427,38,44,503,522
16960697,87,43,470,522
49722362,95,49,492,527
88467493,40,47,558,581
39273398,20,49,502,529
14225849,269,35,412,464
49923934,30,47,526,581
13991588,61,40,480,522
83303917,46,37,1021,1041
39594696,232,43,478,521
49691143,229,46,493,530
28975292,29,47,529,581
10292311,62,50,544,582
82414654,152,37,852,894
64611676,118,46,498,527
12787354,163,37,506,555
68294006,16,44,1062,1075
35118679,107,35,412,439
14445402,218,43,517,552
39738570,38,35,562,575
75434383,44,38,817,839
5414579,221,42,994,1030
17397470,113,45,407,442
13063157,228,37,508,554
63464505,115,44,996,1030
26673938,224,37,1065,1097
20662796,46,37,1250,1282
83168774,86,45,822,886
44712434,60,37,434,476
14039470,193,37,1012,1031
49364641,38,37,537,550
13744904,216,50,1010,1033
25525432,166,46,520,553
45941538,42,38,542,553
79487767,67,45,523,553
13890844,232,38,778,818
12570262,229,46,489,528
18287567,261,50,828,900
19275198,100,50,864,890
1918939,105,50,1018,1033
43467154,267,37,533,581
17371826,20,46,953,979
14750609,137,46,846,890
3646503,66,46,710,745
19091789,25,44,949,980
88382585,230,50,494,529
75376980,163,47,522,555
50805248,29,37,523,580
74257109,12,46,498,527
83072271,110,35,531,531
60742637,188,50,494,529
78043054,51,49,457,530
16777063,39,46,612,638
30565920,13,35,559,581
33091811,50,45,508,524
74455650,145,46,995,1040
46765729,65,46,860,897
205285,241,46,1004,1040
49146379,96,48,497,526
30777597,76,35,446,462
48806655,234,44,505,580
45043566,178,50,454,521
78895199,130,44,549,579
25152998,30,44,466,523
72146109,186,36,372,410
2343082,42,44,515,525
39598462,126,47,494,529
38948082,49,40,1005,1072
15085116,1,38,544,584
24884037,216,39,548,584
13828296,131,38,473,531
45986511,62,44,1028,1070
46890440,56,45,1016,1070
19070161,57,40,1033,1073
14825444,169,50,480,527
20218925,62,46,540,580
16957006,51,49,457,530
70045048,51,46,673,745
42842397,245,44,854,893
12621853,40,49,440,462
13958332,229,43,1166,1231
33057264,50,38,1023,1040
16386744,61,36,406,446
83577293,43,38,1093,1107
47606706,46,48,1283,1303
23913611,214,38,1074,1116
72448549,43,50,996,1022
65394018,117,38,1070,1092
43486755,44,38,1076,1096
74892953,181,38,457,510
12713229,122,35,1120,1149
12588374,44,36,998,1023
64918475,215,49,1121,1147
62896265,15,46,1129,1148
72293132,5,44,439,474
70300710,104,44,457,472
19105514,19,38,1085,1104
69967517,157,49,499,509
17472956,37,38,1082,1090
14125116,115,36,495,512
34665022,45,44,1040,1048
75387735,92,37,458,509
75783405,36,37,643,651
89279881,45,42,1010,1023
78414829,267,38,1053,1098
19239419,123,38,1020,1055
75108428,47,40,1003,1024
84171271,184,45,550,602
54123502,42,44,1037,1048
16629023,19,38,1081,1104
78408948,216,40,1017,1049
12895272,104,37,487,511
75440181,112,49,432,464
79125182,46,48,1140,1149
19522948,203,38,1054,1083
6167844,23,38,1043,1075
85494156,12,35,850,868
51954083,90,45,577,640
52314574,1,45,358,412
12687982,186,38,1061,1106
79523861,45,38,1079,1100
3990601,45,38,424,447
49760476,122,38,1061,1091
33811111,43,50,624,650
49063160,225,38,1266,1306
85156764,18,46,457,467
71767148,45,38,1085,1105
89087197,64,36,380,405
13975549,65,38,1072,1088
78611622,112,46,565,598
16460521,12,44,1024,1048
6635474,50,38,1052,1068
52724824,232,46,597,651
46536312,232,45,915,958
78644657,44,38,1034,1054
21444683,77,38,1008,1035
12778568,65,46,435,470
11540867,45,38,1094,1115
19679898,155,41,1114,1150
70065784,37,38,1101,1108
42583160,37,38,1092,1099
70518485,37,38,1076,1084
87207023,227,41,599,640
20912819,21,46,630,652
86007041,20,36,1251,1284
89846225,50,43,578,601
35596681,50,46,634,651
12136396,120,36,434,444
16457679,82,35,1116,1147
15665617,47,38,1043,1068
25063480,37,44,1253,1283
38090647,120,37,1009,1022
70223674,158,38,1021,1062
78234692,98,37,406,433
17221412,58,35,1100,1149
15665522,232,44,433,472
45959782,4,38,1071,1100
88597307,205,35,1254,1303
7084164,73,49,448,465
50709359,43,38,1046,1060
11099628,1,35,463,509
89671593,21,47,485,510
84968087,107,36,992,1024
87426026,26,50,809,868
54388656,12,35,1037,1048
3064404,125,47,840,870
64174736,38,37,423,433
21801399,44,46,1144,1150
22189084,21,49,858,887
30131370,117,37,425,442
68117047,49,38,1083,1103
84440517,19,38,1098,1119
81334265,246,43,919,959
67527719,115,35,459,480
43269749,132,38,827,890
72355654,47,37,1035,1056
69417827,130,42,1095,1137
49518961,128,46,486,519
52168939,36,45,499,521
83092987,95,45,1038,1066
68342130,230,45,1092,1139
44735962,130,46,482,518
3977806,21,47,1115,1137
11296690,104,35,869,892
13428299,61,39,1035,1062
54524673,130,43,1100,1139
12652445,44,45,952,960
53769299,49,46,585,598
20768114,18,38,1079,1096
25155335,7,38,490,512
83225781,95,46,922,959
4266265,74,48,861,890
16627611,37,38,1046,1055
63685987,237,37,382,433
50917659,129,40,1004,1045
82572419,36,38,1064,1076
63373261,199,46,808,869
61256335,50,37,1135,1146
1601082,44,35,484,511
16669042,68,46,1111,1146
52611588,56,50,591,651
88571462,201,47,591,639
13937941,43,35,925,955
47847906,10,40,1021,1047
68231989,42,46,1130,1146
51805462,20,50,994,1025
14224327,44,45,401,412
49926905,111,38,889,960
15483431,245,35,904,960
52508001,255,46,432,468
42581719,137,46,468,521
43079878,49,46,1051,1063
27583115,265,50,329,405
88716976,130,37,622,670
28167955,37,41,970,989
48899513,91,48,1005,1061
33775677,252,50,727,769
85350609,46,35,503,522
47645015,38,35,463,476
43447805,245,45,1023,1058
17283856,231,39,1268,1311
52868115,116,45,787,824
10385526,73,48,1035,1063
46664570,4,36,436,469
20573888,42,50,1014,1044
16549122,168,50,535,581
12509117,22,48,503,530
44730924,242,46,489,528
71336091,241,47,496,529
49349774,50,47,544,553
13066519,168,36,471,528
65960875,106,46,541,556
43487216,188,46,478,526
71210472,23,36,482,530
48216598,115,44,1041,1073
14656127,178,50,459,529
47430521,100,43,1019,1036
51954678,20,38,531,554
12543111,175,50,457,529
14206580,29,46,476,528
17497711,115,40,1046,1074
21812777,95,46,493,531
5705514,35,42,1000,1028
52053775,35,46,863,886
75899751,97,37,523,552
78237739,9,45,545,575
86489353,260,39,476,550
44811150,42,35,801,838
72236957,50,47,544,553
67295421,192,45,1231,1281
18795744,43,47,610,629
78037195,42,37,537,554
68497583,27,47,578,628
83638314,229,47,570,629
44704619,23,47,546,575
83360019,274,50,736,818
17108430,137,46,923,979
13232793,3,47,534,581
19206749,115,36,511,529
47519109,230,44,504,555
50699344,35,49,509,523
45490184,103,39,558,582
52958603,207,46,490,524
79700853,36,48,1057,1070
23189013,29,46,533,579
52733046,209,43,1044,1070
75752227,167,44,531,582
43036784,35,48,1216,1231
84736145,46,47,521,529
65391798,65,50,1001,1041
18808006,81,41,994,1041
44523288,225,46,519,530
13070239,44,50,1055,1073
16077404,19,47,536,555
13233858,107,38,863,899
89372082,178,49,485,553
16717895,35,47,1055,1072
14272631,10,45,527,556
79418345,130,50,463,528
14654600,131,44,521,555
13545093,38,50,512,527
13615511,42,46,564,579
11311454,47,39,1017,1042
49070028,25,35,413,461
52542442,119,48,1018,1039
12596535,40,36,1020,1032
71908770,37,47,1057,1074
5653948,36,49,518,529
43642808,137,43,1109,1142
53607099,124,46,558,583
80463993,230,44,504,554
72093456,5,46,474,527
3306875,64,50,1198,1231
17158681,74,46,863,898
66298442,86,38,494,553
80373478,43,41,386,410
12769826,151,49,481,529
6650481,163,46,475,524
11215510,91,49,465,527
36481881,224,46,517,526
81958718,240,47,492,525
10213238,261,44,488,556
88363008,96,44,534,557
68171092,10,50,948,977
16952832,64,36,427,452
5733848,35,37,1026,1036
21792953,100,36,872,900
45161692,216,37,427,462
81801699,30,44,473,521
26823232,255,46,495,526
16541931,112,48,500,530
42537685,22,49,483,521
16066880,38,45,1053,1074
19714722,233,45,547,580
44380160,117,46,494,529
44525270,46,44,1065,1071
52045660,38,42,570,580
34347385,56,35,408,457
28930675,163,44,592,633
88290182,98,47,502,525
86094715,43,41,879,892
45222004,44,37,554,584
64654078,41,43,870,892
19712036,41,46,1279,1302
22826554,188,38,488,527
43958530,13,46,551,581
80720064,4,50,1036,1073
28921159,1,44,463,523
46751781,130,46,484,527
51667051,166,45,481,523
75189619,42,44,511,522
74804975,157,39,456,482
79253201,261,43,465,523
83377192,112,50,492,527
87462243,5,37,1013,1039
12545710,48,41,557,581
87159333,121,46,506,530
13454614,124,46,504,528
47743986,76,47,528,556
12532418,42,46,512,529
12589771,249,47,1251,1304
13918743,90,50,461,553
11506841,27,38,827,887
4298416,97,35,471,507
14456251,49,37,419,433
45613800,163,42,460,508
62642860,225,43,931,958
44470783,121,46,1126,1150
12662097,39,37,498,509
1280257,21,38,1031,1057
74750761,39,38,1058,1063
79149890,44,38,1079,1106
74807251,144,35,1265,1304
12630025,37,38,1067,1076
51619154,77,46,512,1245
81812367,19,36,840,870
12778457,59,37,463,511
13827128,109,38,1063,1106
13345345,44,38,1038,1059
13468191,44,38,1068,1088
47524221,45,38,1263,1285
45626753,129,42,560,600
7966708,120,38,1040,1057
12511079,50,38,1054,1070
53387958,87,37,447,509
48887041,43,38,1099,1112
45944457,65,35,1124,1150
84327523,210,49,1123,1149
74118234,45,38,1093,1115
13147313,18,35,1117,1146
34921802,50,38,1046,1061
75405819,3,35,409,450
14650206,130,42,558,599
14930730,125,44,456,473
66390138,165,41,443,510
18777812,155,35,1129,1150
13671939,64,37,477,508
33076924,43,38,1095,1109
25834761,18,37,485,509
89922467,45,38,1080,1111
50387892,47,38,1064,1088
3912604,100,38,1038,1057
15452228,21,38,1040,1065
50747836,106,49,1121,1147
12729255,46,38,419,447
50740145,42,38,637,649
14525043,36,38,1062,1073
18384561,107,45,939,959
42731907,22,38,1072,1103
12449128,228,44,432,474
19323463,46,38,423,448
79399992,45,38,1043,1063
16595484,61,41,563,599
11800362,201,44,431,475
22631085,50,43,1022,1045
85261269,21,37,856,890
7310795,208,38,1054,1088
5058264,19,44,461,472
69037704,158,38,492,523
16483871,70,43,777,808
1937674,12,42,810,827
14288952,24,42,1104,1136
12662953,72,35,885,890
13778668,35,37,502,509
43220597,77,46,614,649
86316779,2,37,410,443
79609556,160,38,1038,1078
79078247,44,38,1052,1075
34275023,43,37,938,961
16546051,19,48,1121,1149
78372622,2,37,463,508
74107420,66,48,1116,1149
10044676,35,41,489,508
53371450,50,42,576,601
48493296,129,47,464,510
5709963,188,46,918,961
19261205,40,47,487,510
45092560,244,37,460,507
52023440,18,46,947,962
71166954,49,47,628,639
65269779,46,41,617,640
32615768,21,35,916,957
12428751,144,37,915,962
72182542,100,38,1092,1112
17148617,112,45,601,638
79595173,36,40,1031,1045
75470632,18,38,496,512
81255001,38,37,504,511
14006091,45,38,1039,1059
3800277,232,38,1077,1110
30660149,171,49,515,599
75223059,4,49,826,869
31233095,23,37,476,512
36805649,64,42,576,602
87216804,129,38,1011,1058
82727981,62,35,1111,1149
81595106,39,35,844,866
67735148,115,48,1028,1059
47267010,4,50,632,673
14420055,132,36,994,1063
74168894,136,36,457,522
45239776,126,43,636,672
74576636,228,46,485,520
22612865,213,43,1110,1139
43079115,146,45,435,457
47665509,44,42,512,521
28410661,42,47,651,673
24666649,40,46,499,518
12701552,44,41,632,652
19331146,27,46,983,1023
1905481,218,38,1063,1099
78175075,21,38,1031,1058
74522171,35,38,1060,1076
45012624,98,35,416,450
39300356,100,46,936,958
72592516,38,46,445,470
19081511,38,46,619,653
47944323,228,37,559,602
54275600,2,37,473,512
71590522,113,41,586,641
62056273,253,46,559,598
11205437,96,48,1119,1149
86911771,46,49,856,869
4492402,41,44,458,472
44558513,35,46,449,469
12633768,96,37,409,446
207506,16,38,1097,1115
50348320,36,38,1103,1113
78302164,46,38,1086,1108
82550632,65,35,1273,1303
26267216,77,41,1113,1147
45546285,201,41,389,419
46179058,48,38,1077,1098
15163531,34,43,534,601
82241444,19,38,1043,1065
50004336,98,49,392,421
44018293,5,41,543,580
17507678,13,40,1219,1230
81239308,163,40,469,521
22667915,58,44,461,521
48003772,18,46,886,899
79427911,227,44,525,554
84752304,77,49,399,425
42746680,59,44,469,525
81979858,91,46,475,527
52120412,29,43,1096,1141
48597605,75,46,1112,1140
18443565,225,38,492,524
46758889,47,40,606,633
10462797,18,48,1215,1231
54113458,46,44,884,894
82862389,162,44,700,742
44512544,60,50,528,583
72238078,195,36,500,526
44722987,12,38,553,557
16945111,95,44,484,522
84444840,97,37,430,459
12540891,46,37,412,582
88126018,4,50,488,527
87079551,170,43,1220,1303
16095499,71,35,459,464
44872525,153,39,538,582
48054425,12,43,1051,1071
42585422,133,46,477,529
12651685,68,35,874,894
49355593,130,44,526,557
87676145,106,50,1022,1040
30197015,96,37,429,462
50829008,42,46,511,528
19170975,113,49,484,522
75374210,103,49,1129,1140
12312740,45,42,515,525
23463049,38,46,608,635
63848579,50,45,880,898
75793101,27,48,534,583
46944548,1,43,1081,1138
17803298,111,44,519,554
79803669,25,46,495,531
61777513,232,50,501,526
12409819,128,38,473,521
86508923,37,49,1128,1142
4829924,188,49,484,528
46532560,113,46,520,554
47172935,55,47,491,557
83629656,48,37,582,582
50409150,64,38,499,529
14242579,40,42,1034,1043
47319916,94,45,931,978
12632696,39,37,452,461
16284231,157,37,559,580
28294148,12,46,497,530
18653295,131,46,488,529
1554644,207,49,381,421
75175497,65,50,418,447
88440413,114,47,491,523
5354785,120,37,1024,1040
14317682,275,44,403,501
74277357,265,43,429,525
15510787,103,48,1208,1232
54332750,35,45,879,901
10272353,126,46,948,978
54639120,37,46,503,528
15927850,92,38,467,524
87641346,227,46,508,529
44334741,4,45,933,978
64537645,230,48,998,1039
36453961,38,50,727,744
11216052,35,43,999,1034
71781250,228,47,493,529
37356125,62,37,525,553
19304972,35,46,563,581
23133878,38,45,501,524
14053378,263,46,832,897
7433398,127,46,491,530
78299557,63,42,497,529
79804224,144,45,602,637
14170182,31,38,473,529
44163182,229,45,515,556
14948079,143,50,492,528
18554814,41,46,506,527
16586166,198,50,475,528
16551386,44,47,1061,1073
50387953,1,48,575,637
26105311,45,44,889,894
28661188,13,44,875,894
46437971,10,37,450,461
80202132,203,50,511,555
71137217,61,44,478,524
78134853,227,37,534,580
12526415,20,46,872,896
43018717,146,45,512,554
14440098,63,35,553,581
74929507,13,45,1049,1070
12593548,10,50,1016,1041
82419048,46,43,543,560
79759669,73,37,1024,1041
45061640,178,46,446,526
16733778,41,37,516,530
2911977,230,37,1035,1075
63755021,32,46,465,528
82825059,77,44,1034,1072
46826841,97,37,553,581
14186750,227,44,489,524
14848794,131,44,486,522
36071660,219,43,544,582
12717013,215,47,512,530
12635158,35,37,738,745
74526358,72,46,505,530
53025772,43,38,1061,1075
15186165,231,41,464,510
14721399,259,43,541,600
48522480,13,47,842,869
16741507,32,49,447,510
6970805,231,43,905,960
66794898,59,50,590,649
48100198,230,42,1092,1146
21740052,50,38,1041,1058
45988013,50,46,854,869
87914855,250,46,606,653
16101182,39,50,1129,1147
11992966,125,36,412,442
39750267,111,46,571,601
51960649,35,38,494,508
21809360,50,39,493,510
19058973,18,38,1038,1053
51383333,45,38,1099,1118
13978642,46,38,1054,1077
17598755,44,38,1040,1059
82359088,49,38,1066,1089
72803578,231,38,852,887
31619671,50,41,936,961
17472932,57,38,458,510
19070045,217,38,1057,1089
13682298,80,37,478,511
17017137,97,50,1269,1305
53491020,47,38,1045,1073
87821694,80,38,1052,1088
39819032,104,38,1077,1108
35307903,37,38,1100,1108
20985030,38,37,503,512
79939693,47,38,1084,1106
25288472,144,50,925,958
79747479,8,38,1054,1072
43053505,50,43,615,639
33023987,36,40,1032,1045
70409160,36,44,451,474
22211659,2,35,466,510
39046594,23,35,823,868
81356153,145,48,1112,1146
74926852,52,42,430,508
7626197,49,46,945,958
79404949,48,38,489,510
42936573,115,38,1096,1123
86387760,119,44,453,473
16102056,42,40,1042,1049
43266377,45,38,1054,1075
16558548,37,36,1276,1285
87393782,226,37,1107,1147
15407025,165,43,601,652
49528477,46,47,631,638
47797923,47,41,1004,1026
86056077,1,43,988,1045
12592123,41,42,594,601
18576016,209,41,478,509
38889146,38,37,949,957
74994599,46,37,484,510
19460365,46,38,1082,1106
51502359,232,35,849,870
79521044,47,38,1100,1123
60063021,13,35,1131,1146
69328358,35,38,1102,1116
69410926,130,37,464,511
43652469,122,46,1133,1150
85519196,38,46,577,601
88043040,56,37,459,511
74895052,115,47,564,598
79858442,35,42,488,510
50944832,248,37,458,511
61392665,62,41,613,640
70406640,35,46,448,467
12065191,238,50,794,867
20912754,228,43,555,600
19731272,104,46,602,650
1906901,44,38,1041,1061
79744093,12,38,1059,1067
40019617,63,38,426,445
71365328,110,49,435,464
78475151,229,38,1071,1118
47524003,45,38,1072,1093
14930728,241,50,597,650
14747645,46,35,493,512
86295090,45,37,933,957
27120818,203,43,916,957
78358258,44,38,1069,1091
2625166,167,49,560,601
6912525,266,37,357,442
12612409,30,46,538,599
78551974,129,44,445,472
47901625,37,38,1060,1068
33309704,211,50,1119,1149
17893642,232,47,1117,1148
72455527,15,46,1129,1149
51838042,36,46,850,870
74817293,230,46,1099,1146
12017945,37,38,1077,1084
84579091,167,38,455,510
44436115,13,45,1257,1286
89086302,145,37,991,1025
43887448,38,45,1000,1022
65555003,96,50,487,528
39254416,113,46,488,525
71430019,34,49,452,520
19434871,2,44,470,524
50843386,61,48,480,530
82983627,23,42,504,530
46122020,35,43,1111,1139
13087442,38,47,507,529
14319906,166,44,483,525
11470066,43,41,892,900
43544400,231,38,482,523
12622528,9,46,549,582
