GRANT_CARD_CODE,TAP_IN,TAP_OUT,TIME_IN,TIME_OUT
11632590,37,50,974,986
88635569,224,38,1131,1162
66324487,55,37,393,443
70403144,10,50,979,1002
62382042,50,37,591,602
20326154,224,35,446,472
30567330,208,37,429,467
53658622,232,46,1215,1296
82255899,186,35,489,523
16994934,233,38,850,882
12747318,184,48,1144,1196
79651918,97,35,485,521
11570307,25,46,846,880
82507610,42,50,1054,1085
65979725,6,43,738,774
17458354,226,47,1072,1093
53131456,46,49,1283,1296
15383264,104,35,770,797
52662102,266,41,572,656
49461898,232,43,724,796
53083214,162,45,435,471
28261262,56,37,395,443
63750808,55,50,413,467
75409300,66,45,692,720
47986117,35,45,1114,1135
89020433,26,45,562,602
45336713,76,46,924,959
70420754,29,37,541,598
88261916,119,47,403,424
47486010,30,42,606,658
6918815,77,48,1128,1160
30604722,165,37,395,442
19504981,40,49,936,959
78709425,96,40,417,439
51738502,112,43,1221,1267
89111218,148,43,1066,1093
51187394,4,35,483,524
47312526,65,50,929,965
1902327,48,37,546,563
2374257,80,42,403,446
54231345,128,45,1054,1082
45336931,117,47,443,469
26140100,216,47,438,455
10375287,50,41,461,483
79776708,214,36,1119,1154
79818405,63,48,447,485
66344609,123,43,1120,1147
74982947,166,37,453,502
79297985,87,48,1098,1152
72035756,95,39,464,491
79963120,38,43,492,505
47345275,226,50,908,951
32065104,46,41,771,787
67230002,17,37,582,607
1559164,46,49,779,789
89294779,111,41,746,787
15255192,104,37,457,480
85761494,50,37,432,442
84230828,46,38,1140,1163
78089800,25,45,806,842
17534276,94,40,566,603
68492947,211,38,1125,1162
6891013,96,45,397,424
53079158,46,50,584,606
28922048,7,42,690,719
80254237,113,45,560,599
11130081,100,46,820,843
37401705,12,35,991,1004
47954750,96,49,389,427
37417716,29,48,449,504
14965925,27,42,912,952
48586507,151,37,901,948
79713345,49,36,490,502
51524008,6,35,1124,1153
16486857,62,43,795,827
44463219,246,39,528,577
75979804,49,44,930,949
15381126,125,42,716,739
85621702,214,44,581,603
43485445,46,43,469,480
64553340,95,50,698,740
44929771,80,44,616,659
17547713,130,44,1129,1158
62440855,96,50,937,974
12736157,51,37,404,468
79394183,6,38,446,469
44298585,137,50,752,788
13938824,5,46,689,743
16153084,1,46,446,503
14293776,108,37,474,505
12511395,115,50,468,492
13158484,163,45,466,506
51584285,45,37,469,492
12699013,188,50,469,504
15763855,32,50,417,484
33198527,73,46,479,505
12513028,209,49,468,502
81198083,208,45,584,606
86532862,74,38,714,742
71349663,192,35,1307,1342
50613743,209,43,1111,1138
86581435,42,45,593,605
15343841,3,36,1264,1297
16507566,7,45,618,659
60315323,144,35,959,995
79820404,3,37,410,443
16241430,20,44,970,983
53071329,17,38,1179,1198
51330391,82,35,492,523
12639148,87,39,1033,1083
80889691,12,39,1015,1023
46223633,113,46,329,365
46327783,22,35,478,521
45292041,79,38,838,879
71961827,113,46,330,365
12717867,96,50,397,430
87575228,183,46,1205,1266
39889362,1,42,1048,1094
71960401,219,46,1168,1197
15057261,46,43,1252,1265
72307715,39,45,862,882
18766655,27,37,417,470
14957300,104,35,975,996
11940026,20,41,1286,1305
70282692,37,41,1293,1309
82845286,36,43,371,395
46278713,232,43,1252,1305
13210699,41,42,594,601
18614647,249,43,925,977
33108298,100,39,824,842
85586048,73,46,580,608
46412266,36,48,1147,1163
35146860,65,35,489,522
11190215,46,45,1189,1195
47607717,125,45,539,563
48565682,41,43,955,967
39451197,46,40,1071,1092
26003207,36,50,1253,1264
43212353,46,50,1267,1280
52813841,242,45,529,564
80283961,266,42,478,562
43279807,45,48,732,743
53458658,153,37,419,470
67798887,77,46,564,603
18475438,111,44,619,656
16488226,119,45,960,986
42666357,143,43,814,841
15306577,207,45,582,607
43876999,42,37,588,604
16436397,211,50,964,998
21832010,229,50,443,483
14071723,32,50,899,965
16263087,37,42,1068,1086
78518281,50,45,1065,1083
53557518,170,41,1128,1198
68882179,12,45,1170,1196
46869393,97,43,617,642
89605222,13,35,1075,1092
16891125,65,43,1086,1110
16039180,91,45,588,642
11967162,37,47,1092,1126
87942008,80,42,685,739
17375528,16,50,989,1018
64130146,265,35,377,464
84770927,12,35,456,468
16986028,232,43,958,1016
54228747,5,50,351,388
85463261,12,45,606,644
44077138,46,43,1185,1203
50640623,213,44,503,522
2438106,31,39,468,526
12708009,40,35,1012,1031
17017758,46,35,1269,1293
68887039,148,38,1011,1045
47061445,27,35,417,477
39182235,35,42,1023,1045
53526057,214,38,1157,1198
14224327,45,40,432,450
30742446,230,43,1149,1204
69094197,42,35,1122,1145
46309199,4,38,403,433
49774265,205,45,439,471
48570035,44,45,638,644
49375977,41,46,1073,1091
14593136,157,42,989,1019
43689369,166,35,602,644
3534528,62,35,432,465
5706582,41,37,1006,1019
72885160,213,43,1083,1113
82564045,86,50,655,739
79901727,92,43,1090,1125
69172407,165,43,1228,1292
42673363,160,46,732,760
47684617,138,35,1189,1218
15961818,48,43,1182,1201
16095991,21,50,985,1018
17408416,105,40,1116,1145
12076824,58,35,417,465
43876198,156,40,1063,1091
17042062,46,38,1064,1090
48924056,230,35,1059,1090
12664319,46,39,714,737
12632639,47,37,719,737
78115598,204,37,407,444
13818224,13,35,1090,1110
54062445,117,46,820,855
72447418,122,47,1106,1124
28061916,117,35,1076,1093
9274883,36,50,1004,1015
49679049,114,37,965,1020
86855684,144,35,429,463
75370059,46,38,993,1017
67334876,1,41,579,645
54050348,12,37,1021,1027
87831495,81,42,716,765
21325096,51,46,848,932
49989644,68,35,1205,1220
14239561,57,46,457,522
61412339,189,46,483,523
13066817,116,45,486,521
87480836,38,44,502,521
12525693,165,50,488,525
12612034,116,46,485,523
79249145,50,38,1033,1047
62145675,95,45,485,525
79823237,45,42,421,434
74865010,163,39,1063,1114
2185685,38,42,1010,1021
83558642,217,43,695,742
15717247,4,50,559,600
83142850,40,50,463,483
43863275,43,40,1128,1138
72503303,29,35,405,472
12676801,215,37,680,718
84949284,165,47,568,607
54276193,216,43,578,599
45468571,37,38,1130,1138
67448188,210,45,718,743
15137902,26,44,753,790
47008807,87,46,910,975
39893121,35,46,1314,1338
64438745,67,46,629,743
12209773,110,46,946,975
43468801,269,50,600,659
89794970,19,41,1286,1305
80274497,63,38,738,786
70116448,50,37,967,975
12531966,45,41,724,742
89923705,44,38,1142,1160
46545481,108,45,809,843
63346954,113,50,562,603
12685833,45,38,719,742
49367664,80,43,1250,1297
88983360,44,38,768,790
10197010,230,41,1089,1163
36020066,155,49,724,743
88261517,47,37,461,478
71605970,267,50,960,1003
13581863,7,45,572,607
86015426,166,50,564,605
47040592,8,46,1304,1342
15023368,6,35,1128,1159
45394681,87,46,720,786
23984362,27,48,561,607
88378449,46,42,777,794
28916630,37,39,1128,1136
69354564,111,50,940,976
71920017,20,35,682,720
12507984,1,41,504,656
18181845,115,41,1274,1309
60193593,47,50,722,741
11109938,44,50,981,1003
83467728,227,46,578,604
15948986,132,37,544,606
19589671,41,43,1123,1137
74461103,20,40,443,465
88366682,47,50,988,1004
47946664,46,50,588,602
72136895,113,44,489,532
46439805,23,45,526,553
50373440,152,46,1055,1101
19272562,46,35,1092,1113
53221077,104,39,1062,1101
37479808,8,37,510,530
70320638,43,45,1172,1183
46913398,47,50,1090,1100
45316982,229,44,483,529
16627528,17,37,1193,1213
16629123,12,39,1256,1269
62726169,274,42,363,448
6580193,1,35,476,524
32381352,20,37,430,456
78010591,249,40,1040,1092
85638214,19,35,1166,1197
12638301,231,37,983,1019
72698827,129,36,473,520
72599867,108,45,499,523
71246026,201,41,700,741
14964007,33,43,1061,1114
13231620,119,44,930,954
71378841,192,41,911,951
71338942,138,43,486,520
13870194,264,36,477,556
75795539,223,46,565,605
71464007,5,47,563,602
71300180,55,46,813,881
87716331,56,35,468,521
89685770,44,46,1189,1198
79012941,46,37,940,967
51548116,18,45,1069,1082
18591610,46,42,1077,1091
45443927,229,37,522,565
42515753,231,37,929,967
30461375,153,46,448,502
19641274,170,42,425,504
5175960,22,48,473,505
16769219,7,46,537,577
70035801,126,37,884,926
85338574,104,43,445,479
12335251,146,47,544,573
44305184,219,35,924,952
71542011,80,41,380,425
46616109,23,50,566,605
44743481,226,45,762,794
17358929,10,38,772,787
78604173,12,37,733,741
22221151,169,37,591,657
49315982,39,37,648,658
850789,62,35,408,437
52668351,12,43,1121,1139
13632658,46,43,464,479
74258257,36,43,461,482
79216745,47,37,463,480
17396316,113,50,441,481
22229883,38,44,390,410
13162074,206,36,529,573
70330025,12,35,1130,1143
70330743,18,45,494,502
13120417,23,40,457,487
74968097,20,35,1110,1143
48248284,137,43,536,576
62210977,110,39,439,485
14048289,43,37,1129,1147
19048902,55,35,905,960
12134164,35,45,820,844
35505201,166,46,702,742
68737008,14,46,942,975
43836689,75,42,562,597
28308809,40,43,377,385
5269463,48,37,986,1004
78540923,115,37,422,441
70316756,12,35,1123,1137
74887705,256,44,621,660
34763774,57,35,554,603
88939919,50,45,588,603
18168488,46,40,1112,1138
46593376,78,35,928,994
1939101,3,45,546,597
78746451,46,41,554,574
1883244,161,45,545,577
87549033,2,46,521,574
81878477,81,49,466,502
24781446,191,48,445,484
14083782,229,45,460,503
13953224,39,43,494,506
14819218,123,43,716,743
50881031,38,43,464,479
4646653,38,43,466,479
17331087,111,45,572,603
42400846,13,37,419,442
26508395,115,46,1124,1161
12170559,74,37,988,1006
20598815,139,35,443,473
49662320,130,43,935,977
44996498,209,45,1303,1341
79371659,46,50,976,995
6558809,32,45,545,602
13510695,49,50,836,843
48684747,75,35,941,959
12532794,62,37,978,1005
65081941,59,37,402,444
75451300,113,37,548,598
19679894,41,49,931,959
47822198,45,38,1173,1195
51564799,33,37,389,456
13522244,27,43,946,985
89456314,125,42,420,449
86001988,63,35,954,986
87518426,1,42,401,449
79213090,49,39,1009,1033
15501274,75,41,704,740
3585269,123,37,928,957
47617198,12,39,1131,1139
12059390,95,50,701,742
79182784,6,50,433,467
30239678,46,38,1134,1160
70275689,4,43,409,452
88536904,21,46,1242,1267
13151682,204,48,370,409
65992649,15,46,992,1021
44765802,44,40,1181,1197
11616160,26,47,520,567
13433479,66,40,410,423
1817172,12,42,1191,1209
74304779,45,42,1040,1086
46587793,24,46,1163,1193
53620378,123,46,1004,1024
50412799,234,35,470,524
15847245,147,43,389,419
12663885,117,39,998,1023
71895136,59,35,480,525
42512438,141,44,936,967
65913324,115,46,836,878
44310466,11,50,1247,1268
87907308,117,46,844,882
12520273,230,42,907,966
78124334,210,50,1054,1085
88694550,225,39,708,743
89721877,39,37,998,1007
75306674,12,48,1136,1160
82151969,234,45,924,1004
48674947,257,46,748,787
12189070,100,47,1144,1161
47837471,35,45,1114,1135
4024746,10,37,985,1002
84438659,182,47,1207,1265
75704269,40,46,1189,1210
52312606,151,43,737,774
20793957,177,43,1132,1213
8863159,137,46,820,878
18205330,125,38,843,879
83461275,234,50,1024,1091
74316979,37,38,1200,1211
36993161,67,36,499,524
78078009,12,50,760,776
14410436,267,47,405,455
39790963,181,47,377,437
49499745,12,50,1120,1136
52743950,61,43,563,597
74978267,19,45,1150,1163
15865672,37,38,1008,1015
12946541,48,42,1079,1101
18578957,46,50,1114,1135
16071210,35,43,650,678
16730721,113,48,553,587
89491075,115,43,829,873
53634126,46,44,859,867
50484853,199,40,465,502
52491351,61,49,477,523
16056004,96,46,469,499
69758868,50,43,918,941
60422468,37,42,454,469
10459752,46,50,1141,1155
15639244,55,45,461,527
19418274,63,38,1136,1157
4604853,233,46,483,512
46804827,45,43,870,884
72175723,122,35,467,503
61698159,21,44,485,499
72813401,21,37,516,547
19475268,80,44,520,563
63008854,68,48,1034,1060
72799164,207,46,996,1029
72754492,241,50,445,492
5668335,44,35,518,547
78320341,2,38,489,526
19291052,46,43,927,944
70199726,67,48,466,501
14242008,39,42,463,471
50862167,62,46,465,511
87473378,144,45,468,502
13233251,3,46,894,946
11465697,131,44,531,564
13432896,49,35,465,480
52361486,44,35,1134,1156
52567008,167,45,462,513
23023817,194,42,441,472
6357032,39,46,452,473
52196540,226,35,463,501
12605853,12,48,453,472
52169391,228,35,527,564
17442661,148,50,1101,1156
2384710,4,43,824,866
18593181,113,48,510,544
14089316,109,46,450,475
74751883,127,47,505,548
42467611,121,46,1040,1062
74709957,55,46,404,502
71908415,91,37,463,526
79743860,40,45,483,500
35687014,97,37,540,566
11095988,114,45,525,564
18474782,95,45,468,501
44962297,50,45,496,512
3498825,253,46,475,514
60379404,43,44,507,515
82805357,113,43,781,830
84274959,48,42,448,468
49249468,35,37,1253,1268
79532430,61,50,612,655
13684546,38,37,505,512
18346082,111,38,455,501
32999488,97,46,522,546
42511268,80,42,1109,1154
70295016,75,38,498,526
12377469,186,37,766,831
88047261,42,44,933,944
80267230,204,45,532,566
68501189,76,50,1003,1028
18329211,126,45,489,513
10464505,92,45,515,564
7794508,70,38,1145,1157
86431448,50,42,479,502
65509534,47,46,1022,1029
64715619,41,38,492,501
8241577,42,38,445,457
28069815,229,44,454,500
75732265,43,50,627,653
1485092,29,35,588,651
11143820,37,35,1048,1057
70421662,33,35,431,499
71190022,50,46,430,443
15129183,103,43,842,870
72405579,128,49,468,511
13347646,115,36,842,863
79055305,60,35,411,449
74841876,171,44,476,566
12669747,57,42,513,566
50347160,48,46,1125,1134
85834763,13,46,1242,1271
43273242,21,45,547,564
80550391,43,50,385,410
12546965,18,46,905,1035
53649027,4,50,889,948
51868636,166,43,417,481
69718363,75,43,529,566
65601239,164,49,443,473
70084955,105,45,467,483
12588332,224,45,552,565
19353476,45,41,974,991
12622817,18,40,1059,1071
72126838,209,46,455,485
86274760,271,50,1016,1090
16566926,20,48,1044,1074
46094388,65,35,857,882
52827676,125,46,796,821
51353617,23,50,1097,1132
50537050,60,38,443,482
86894110,54,43,891,949
3703925,88,50,1032,1089
80072674,163,38,439,483
11365167,95,44,946,994
50251982,95,45,451,483
71075337,4,45,439,482
42972803,67,38,586,599
2429795,2,45,514,563
33868280,113,46,444,481
14476488,37,47,1054,1072
78237507,1,50,925,975
36984955,41,37,1000,1015
14851078,207,43,1242,1274
12529331,54,50,954,1015
15301565,123,47,909,948
50498767,224,46,1022,1033
69983631,77,37,792,818
82359025,58,35,422,471
45132456,127,35,418,459
51603532,131,35,515,566
51186149,188,35,536,566
79047508,232,44,1234,1273
85022878,228,35,429,466
52645685,228,44,428,466
69514507,96,38,944,975
18742058,5,50,1127,1161
79349185,267,39,1051,1102
16927391,183,48,822,876
12649664,49,38,1051,1103
11977696,83,43,1099,1161
13465183,196,37,1126,1156
66496780,117,48,1111,1133
34382659,11,46,946,978
79698323,18,36,1129,1158
52333648,130,35,367,415
66747235,66,35,453,475
16548999,12,50,740,760
43996460,68,35,1060,1074
85833643,172,45,388,483
63409466,44,47,469,480
81558378,39,35,1256,1273
11655307,185,47,431,482
44222406,133,44,556,597
54038883,46,47,860,873
87047867,107,50,846,872
53401659,258,42,537,596
48273275,39,35,714,734
46066703,221,37,459,481
18306658,38,35,576,589
47745749,128,46,1103,1136
30507313,107,40,835,875
87641429,178,46,514,590
80933056,46,37,1289,1316
47163812,61,38,564,593
52659511,62,36,906,937
46700142,20,38,1077,1102
83099522,17,46,583,600
75738340,20,48,1132,1157
2375485,38,36,464,477
62253437,68,48,576,598
10352309,40,35,856,872
66554114,46,38,576,599
79023929,21,46,1141,1161
71744711,267,47,534,589
79965804,62,36,446,478
69083381,19,39,1306,1327
51761476,142,50,809,868
3148522,63,41,494,524
75300178,226,46,1042,1059
50357394,38,44,923,944
50218441,34,44,799,868
87607567,43,50,631,653
54215161,229,43,465,567
72871318,10,48,1030,1058
75929735,74,43,845,883
42583043,2,46,512,566
44990629,113,38,604,656
50864697,232,37,498,525
50341154,133,45,481,525
11585006,126,48,623,651
78110421,49,46,462,473
12195183,63,42,338,368
47782738,41,45,509,525
43273165,166,43,469,525
12542848,44,46,645,656
79066852,18,35,472,498
11056213,6,45,462,501
88600120,85,43,821,883
17233168,46,38,477,501
16686969,213,41,514,549
39451622,204,40,393,427
17670964,178,35,448,511
16521930,43,49,505,526
12532684,23,35,465,515
71851022,112,44,472,512
27785318,57,44,450,515
33915981,225,46,514,525
16254318,20,45,813,829
36620988,200,48,453,499
45555123,46,42,509,525
44843761,228,35,530,570
46808328,40,42,542,549
15769369,25,45,480,513
79433016,119,43,540,565
46513118,112,35,529,571
49305907,5,46,894,941
79524241,19,37,1030,1059
42840578,81,35,473,499
43804557,81,44,770,827
16630773,20,46,942,970
20584550,99,37,1030,1059
71478091,66,46,480,515
18585543,23,48,468,514
78507555,38,37,535,545
42788693,245,37,406,450
50871652,232,37,794,828
4089325,44,46,1049,1057
14141251,16,46,1039,1057
12057223,115,48,471,501
75410932,62,35,529,566
74747295,221,43,929,1030
12639280,230,37,532,565
43021964,37,50,1143,1154
70136281,43,45,560,573
20511741,144,35,479,513
14474013,35,37,502,511
15459966,130,44,479,513
43102826,45,37,503,526
62050347,128,37,473,523
60594349,95,35,458,500
19273533,130,47,457,500
84079643,46,47,537,548
52472780,223,37,522,548
12587774,95,37,530,565
53515493,152,44,468,512
18432104,146,45,478,502
13043265,81,42,502,548
3340706,107,43,482,513
79825164,188,36,1034,1058
88226916,200,43,522,592
11920358,34,47,1077,1137
2689509,65,46,833,872
45508146,122,41,713,734
14190322,269,45,512,587
43190049,5,35,1066,1101
52911047,220,46,1103,1135
86500861,130,36,546,588
84279139,204,45,427,462
46828546,145,35,1063,1102
43422719,12,47,714,738
72550332,57,42,631,678
81795265,126,47,450,480
82299088,50,37,1087,1099
14789822,210,46,688,738
83419483,35,50,859,872
11775275,188,48,626,677
31018397,50,38,658,675
87071630,160,47,1114,1136
53258442,10,46,1068,1102
48955373,50,41,1069,1101
75193813,68,35,1145,1159
78255742,166,35,558,598
11571459,35,47,570,586
10297758,57,35,384,437
74924965,39,44,821,872
79147046,44,38,714,735
53384554,267,45,525,586
30307102,23,40,1159,1232
16742656,122,47,1121,1137
79699246,76,46,1113,1161
1516881,204,46,694,736
78730789,117,38,430,453
15097049,133,35,533,591
39889626,12,48,1137,1160
74900808,12,43,853,871
18421006,20,43,925,940
12926103,18,38,713,734
61194545,56,44,405,460
46781590,113,44,559,600
80801302,109,46,562,588
10291284,9,45,836,873
46654588,220,50,1108,1137
17414146,76,42,1065,1100
81440721,46,47,1130,1139
16096698,95,50,453,492
17477774,269,35,1084,1135
1644594,130,38,402,453
12535844,35,49,861,873
75401223,137,35,1131,1157
46347988,156,35,657,674
71734198,146,45,566,589
75219413,46,50,859,874
80781051,42,38,1091,1100
75756733,35,46,1284,1326
74297355,205,49,633,677
53182744,37,48,1121,1137
42730952,186,50,452,491
16784847,124,45,574,587
79867751,206,45,695,735
68029739,21,41,1297,1316
49221537,49,44,445,459
64266836,67,35,580,601
48050097,122,38,1106,1134
86299011,76,35,584,600
14552126,226,35,1060,1099
84632255,51,46,519,599
13686102,123,36,453,478
45930673,1,50,1090,1136
12586299,69,46,418,450
50550585,157,43,839,872
44455570,100,35,1071,1102
18478100,65,35,1069,1098
48006192,115,49,378,409
79588241,40,43,1127,1137
78640507,215,35,558,597
16153320,1,37,505,545
51170867,119,35,503,513
17916930,46,43,538,564
16785448,41,45,1015,1031
14144661,6,38,425,447
15193425,75,37,528,547
69718155,37,41,640,654
47316720,86,35,399,475
1822581,216,44,551,573
78843821,228,37,411,451
7166710,204,45,476,515
11809256,114,49,487,525
18533700,229,38,411,456
79717222,45,46,379,387
31985475,133,37,465,526
48841716,205,35,468,513
71255913,4,35,381,419
18382550,44,35,1202,1229
30897194,229,46,551,590
53409536,269,35,539,599
74318476,231,45,528,585
71223415,209,46,564,592
12321845,10,45,835,874
2814508,88,46,1104,1160
13582156,174,43,420,511
50329045,160,37,495,526
54343667,229,37,677,723
48567306,153,37,461,515
14811499,199,41,505,546
75868134,1,41,455,500
71549043,43,48,529,547
86672690,38,50,498,515
18403947,41,46,484,502
39946889,171,47,427,523
11897115,166,47,507,549
72791090,47,46,1019,1029
51451887,130,43,678,726
46805642,129,43,415,452
12547102,46,45,482,549
69761078,38,45,924,945
70388593,3,35,413,450
12595113,109,46,938,968
52816855,46,44,504,514
17510289,20,46,716,738
47582477,38,50,1123,1138
49084634,111,44,534,573
12661393,48,41,841,864
12932868,241,35,462,512
16566645,164,37,508,548
16497327,18,46,924,941
87840376,245,37,406,450
63788315,66,37,519,546
49731739,61,37,483,527
12611396,133,46,459,512
45894563,20,45,487,502
62347519,2,47,814,864
50084362,77,43,1116,1158
48827226,81,47,835,882
1110887,216,42,441,468
78129267,118,46,999,1029
27400056,67,42,707,726
33049948,38,35,463,476
39980288,106,45,528,548
81394608,58,44,511,568
16452764,178,35,441,502
48125045,129,37,525,571
12578578,170,35,421,471
49082473,101,50,1111,1130
45261161,192,43,1229,1275
28447553,149,37,1127,1161
17252919,113,45,524,562
1342166,44,45,435,444
49864099,45,50,1114,1130
47841962,13,35,1297,1317
87694063,95,35,697,737
18046633,19,38,1077,1099
39298676,1,50,441,491
33741125,50,43,1071,1100
48906008,62,35,554,588
75401360,231,38,1099,1135
48516618,102,47,1151,1159
83833900,25,46,535,597
50131968,111,35,541,586
70147574,35,38,1088,1099
74017090,151,49,407,454
84303000,59,44,418,464
49368212,49,37,431,446
73154665,230,49,1203,1204
45624117,46,43,720,739
13928059,246,46,1084,1124
12548670,6,35,1059,1089
37042273,110,44,405,437
50833984,21,43,1109,1126
19276636,12,44,444,466
22740913,230,50,1093,1124
12591644,169,47,418,469
78368139,48,44,453,464
74004828,2,42,408,449
27550786,175,43,1257,1356
42256019,100,46,1028,1049
82578316,126,47,617,646
72927674,39,35,1002,1017
19077844,36,40,1131,1145
78433586,194,38,1065,1091
16585614,42,46,1001,1017
11750020,26,43,986,1017
6023698,49,35,450,463
37462330,254,46,976,1014
37474329,159,35,987,1019
79817232,38,48,1172,1194
35202052,215,41,1194,1230
13526456,221,37,992,1016
18214557,107,39,1057,1092
47892624,65,43,986,1016
42767701,229,43,1075,1126
34751108,41,35,622,644
53513194,128,48,441,477
71633024,145,35,792,826
5509323,2,44,476,524
74032313,74,45,491,522
67531965,10,50,1047,1069
87832729,269,37,459,523
45868761,258,46,487,526
16672983,22,42,505,525
75638677,43,40,1212,1222
37199282,4,49,781,824
74907159,12,50,1051,1067
51261029,19,36,792,825
12511073,49,41,488,766
52896006,22,43,715,738
13722078,26,46,700,738
54069232,42,38,1005,1016
71845744,221,43,812,858
14682945,241,37,787,826
6491867,41,45,917,932
86818717,35,50,340,368
43355167,130,41,769,823
71767636,46,41,803,828
80101589,229,38,411,452
52997058,124,44,504,523
72115976,115,46,690,733
80049607,212,35,1034,1069
3478066,124,45,506,523
20961613,187,46,847,942
8513938,70,38,1029,1045
31337488,40,47,1197,1220
48497821,41,37,512,525
64428161,95,48,490,525
44085018,124,38,394,423
33065341,92,37,396,443
71995817,109,38,1100,1141
74367497,36,38,733,743
54627109,248,46,697,742
50106152,61,35,565,600
74043769,12,47,1113,1135
43999455,70,47,1283,1305
12927060,75,50,464,483
49679205,166,35,400,437
5626225,34,42,542,598
53307691,1,37,403,443
79943394,45,38,1108,1137
62453930,47,48,699,795
16873288,158,46,1129,1159
49986860,13,39,1130,1138
49287145,251,36,423,477
80533399,131,45,617,658
61027230,76,41,1127,1163
24785580,37,46,982,1005
44739333,17,37,823,845
49930765,114,37,429,483
27962170,125,50,746,787
34886318,77,50,762,786
71062866,49,45,461,475
71410354,127,46,574,604
74787394,19,45,725,739
19477427,38,47,582,607
5416658,228,43,1241,1296
86922905,59,45,789,842
46405053,166,35,431,473
27350139,23,35,1095,1137
16502286,46,41,768,788
18134388,87,50,717,792
72156880,45,50,987,1004
17461700,247,35,935,998
64132036,22,46,707,739
27871887,35,43,453,480
51075101,33,45,740,796
60947611,104,50,982,1003
79472512,95,37,408,444
79317594,46,43,989,1003
12560810,237,35,430,475
45547768,11,40,822,841
43635386,18,37,584,604
12634225,23,50,957,994
12401245,21,41,1141,1161
18721342,247,37,432,479
44212870,97,44,629,658
16628903,50,45,1123,1138
19099981,229,38,424,469
89731699,61,50,440,483
49888592,18,46,972,983
75304363,48,50,968,977
66990034,107,36,447,476
33804504,65,46,572,607
19611898,115,45,558,601
16790262,126,38,1100,1138
64058457,13,48,957,984
50099093,38,50,402,430
1495583,262,43,1139,1209
45980837,69,44,1067,1090
13819095,65,42,964,985
14118313,122,38,994,1022
12572630,239,35,483,521
30575299,207,46,986,1020
10693916,44,35,450,474
88920579,16,46,1139,1162
31076601,144,43,634,656
48612042,226,43,448,480
79793452,118,35,456,471
47267082,18,46,729,743
35118992,163,43,743,796
66704892,171,35,518,601
65539631,35,43,455,481
81960306,95,44,1106,1138
12517567,76,40,808,840
54131297,12,35,1018,1033
12627153,36,45,453,474
85744512,46,37,944,1004
89235166,58,35,956,1003
12512648,37,50,729,740
30916339,41,37,431,446
85815286,51,45,755,843
43384491,60,42,614,657
71286566,77,35,1118,1137
15554742,188,45,566,606
53341297,45,42,1148,1161
63321760,51,44,588,660
15183160,202,44,1126,1162
72419355,115,43,1259,1307
28420526,269,45,401,477
87043790,16,42,1147,1161
74753376,46,50,988,1005
47468660,20,50,976,1004
11311263,104,41,713,740
48557238,125,50,569,600
35095614,126,47,796,842
51895636,42,44,1099,1137
81263046,38,49,954,976
70377746,224,43,458,478
35077659,4,37,414,443
84205298,56,35,941,995
87714092,258,43,1247,1297
6022393,182,46,893,962
46072510,50,43,576,600
78955458,100,50,1115,1138
51575062,81,42,599,599
88096807,46,39,971,998
48736238,43,38,455,469
12608401,50,45,941,959
45900637,114,46,564,604
39434721,51,48,410,484
44392542,64,47,784,828
68929309,207,35,526,573
21546220,113,49,566,605
49705583,226,37,455,493
69652829,35,41,441,461
50473679,22,44,806,828
66342619,38,35,428,443
44989686,163,50,389,424
72555131,233,42,451,484
74514873,17,45,778,792
19129513,151,46,556,607
78866155,41,35,1116,1136
72175314,106,43,706,741
61280363,117,46,806,843
51400330,55,45,543,605
42261386,62,40,439,464
7362875,138,35,573,604
49179675,26,37,397,443
16678793,35,46,1117,1136
79057735,158,36,457,479
11374596,20,45,966,987
37290385,56,35,437,491
69102337,47,36,462,479
4327546,249,37,867,926
28381348,204,35,448,490
52191038,253,48,458,492
17282072,39,47,468,491
79480897,37,49,589,603
78049474,204,37,450,491
46041154,114,47,435,470
79161643,81,37,465,502
71064654,4,36,353,384
66489704,66,42,461,484
85109970,18,42,436,444
14041890,46,48,1136,1145
67715730,165,35,957,1005
44282804,87,43,608,660
12521452,140,40,963,975
15997794,115,35,577,598
12680733,193,35,1123,1163
50163940,12,35,1147,1160
30579972,40,35,1277,1297
87860111,35,50,966,976
51152149,42,39,986,994
44329958,44,38,1278,1299
48201477,230,38,429,469
88885070,178,37,419,483
37363016,50,43,577,599
42582768,39,37,828,840
44924081,133,47,554,608
89030805,237,35,1111,1159
19455903,38,50,463,479
17813107,123,41,1280,1305
16495643,63,37,411,439
48857420,89,43,1090,1136
72303235,43,50,814,843
11450169,38,50,1122,1138
61145045,269,49,369,429
45670776,44,41,464,478
86070966,51,48,394,473
45438551,114,45,466,505
11582890,204,37,460,502
35971694,149,35,833,879
50699012,207,45,1053,1086
51654153,1,37,320,362
78982144,42,47,441,457
22990659,41,36,421,439
32118788,3,46,1163,1213
49021778,255,45,1044,1082
71613529,125,46,852,883
62171481,120,50,1008,1029
12753168,109,46,901,926
68592097,47,41,485,504
44501685,98,50,463,491
72588028,157,50,474,493
79589955,109,37,446,483
62070829,34,43,446,504
88298929,6,48,434,472
28875809,218,45,475,503
5518165,52,35,423,493
13465234,196,37,1126,1156
89801695,179,48,426,493
78029808,125,48,1110,1137
42732631,37,35,1220,1229
12142532,149,48,550,585
25912596,115,46,1125,1159
88135175,128,46,564,598
