0,13,73,44,21,8,15,10,11,11,6,21,15,11,5,2,4,0
0,18,99,54,42,22,19,14,24,11,14,15,19,15,5,3,5,1
0,2,1,5,8,3,8,10,14,12,17,14,29,34,13,4,6,3
2,3,12,15,13,10,6,15,10,10,13,17,27,30,12,14,5,3
1,0,1,2,0,1,0,1,0,3,4,2,4,2,1,0,0,0
2,2,9,11,6,9,11,18,10,11,10,12,31,42,8,4,6,2
1,8,8,7,14,12,9,10,4,8,14,13,30,27,14,6,6,0
1,6,48,28,16,7,7,6,7,8,8,8,9,17,9,7,1,0
0,16,93,93,45,21,13,16,19,13,6,19,42,44,11,4,3,2
0,1,10,5,9,4,9,8,3,2,5,4,7,2,1,3,1,1
1,3,29,21,13,7,3,5,5,4,6,11,10,10,6,5,0,1
0,2,32,24,8,3,5,7,5,8,7,3,11,13,6,2,4,2
0,5,16,14,5,9,10,12,18,13,12,12,22,30,1,7,6,0
0,10,60,36,24,16,13,15,13,14,10,23,44,40,13,7,8,2
0,1,10,7,3,3,4,2,1,7,3,5,8,8,4,4,2,2
1,4,24,37,12,3,10,13,15,11,15,18,17,28,13,6,8,0
1,8,42,43,19,7,12,14,11,10,15,13,40,46,16,8,5,3
6,30,98,68,38,33,20,21,20,15,17,24,22,22,8,15,5,8
2,15,77,70,30,8,8,12,14,9,19,10,23,24,8,6,2,1
1,19,119,111,54,12,12,12,14,8,14,6,12,14,4,7,0,0
6,58,136,139,93,23,18,14,17,6,13,11,3,9,4,10,3,5
5,45,169,105,52,28,23,21,16,11,9,10,13,9,7,8,2,6
4,43,127,113,45,15,32,20,32,22,32,29,95,140,71,26,8,1
3,42,142,69,49,30,27,30,29,22,26,25,39,43,24,25,10,5
4,16,76,79,29,12,16,44,30,31,33,27,62,72,32,26,21,8
1,3,32,45,16,12,10,8,14,12,12,10,21,20,6,9,8,0
6,18,30,16,4,1,3,1,1,0,2,0,4,1,1,1,0,0
0,6,9,6,2,1,1,0,1,0,0,0,2,0,1,0,0,0
2,9,17,15,2,3,2,6,1,0,1,2,4,0,0,0,0,0
0,4,34,10,4,6,2,4,3,1,0,0,0,2,1,0,2,0
1,3,13,9,3,1,2,2,4,2,2,4,2,1,2,1,0,0
0,2,14,9,11,2,3,4,6,4,3,3,9,3,1,1,1,0
2,10,25,20,16,4,2,4,1,2,5,4,5,2,0,2,0,0
0,6,40,21,13,5,5,4,5,4,2,4,8,1,6,6,0,0
1,7,23,30,12,3,4,7,3,4,4,4,9,3,3,1,1,0
0,1,3,4,2,1,3,2,2,5,2,7,2,4,3,2,1,2
0,3,5,6,4,6,0,3,2,3,4,3,5,2,0,2,1,0
1,11,10,19,14,8,17,9,10,11,15,16,45,48,24,10,4,1
0,4,9,8,4,4,7,5,7,6,7,5,16,15,4,5,2,0
0,1,3,4,5,4,7,10,5,5,6,4,6,13,5,3,1,0
1,6,22,29,11,9,10,5,8,10,7,6,7,15,12,10,8,0
0,5,7,2,9,6,6,2,5,9,5,5,12,6,6,5,2,0
1,5,6,11,6,6,4,3,3,3,2,2,6,4,0,4,2,0
0,2,8,5,4,1,1,0,0,0,1,0,0,1,2,0,0,0
0,1,3,2,4,0,3,2,1,2,0,1,0,1,0,0,2,0
0,2,28,20,7,4,7,3,3,6,3,1,2,11,5,2,1,0
0,4,11,7,2,2,2,2,6,2,2,4,1,3,2,1,1,0
1,5,25,11,8,1,5,7,4,3,5,4,14,6,2,0,0,0
0,4,14,7,2,1,3,2,2,5,0,1,6,2,0,3,2,0
1,6,21,19,4,3,4,4,6,1,1,3,5,1,0,0,0,0
1,14,29,22,13,5,7,5,9,3,1,1,8,4,5,5,0,0
1,4,7,15,4,2,3,3,1,0,0,2,4,1,0,0,0,0
1,4,6,6,5,6,2,2,4,2,2,6,7,1,2,2,1,0
0,14,19,8,9,3,2,4,4,5,5,2,6,0,0,2,1,0
1,11,36,20,13,7,5,3,8,6,3,4,12,4,3,2,0,1
1,8,15,4,3,6,7,0,4,3,2,2,1,1,2,2,0,0
1,16,20,10,3,3,6,4,2,3,3,1,1,1,2,1,0,0
15,41,35,26,13,7,10,11,5,8,10,2,14,5,9,2,1,0
8,19,23,20,17,11,5,9,10,7,8,1,5,1,2,1,0,0
5,43,90,46,30,10,8,22,8,4,9,12,13,11,8,6,5,1
0,3,4,7,2,0,0,1,0,0,1,1,0,1,0,0,0,0
1,81,61,38,32,21,21,17,15,4,8,6,11,13,9,2,3,0
1,24,52,34,7,8,6,4,5,0,1,1,7,2,2,0,0,0
4,17,15,16,6,1,6,6,1,2,4,3,6,4,1,1,0,0
1,1,4,2,0,0,1,0,0,3,0,1,1,0,1,0,0,0
1,12,8,5,4,3,3,1,2,4,1,3,4,1,3,0,0,1
3,16,17,7,5,7,8,12,0,7,4,5,4,4,6,0,2,0
0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,0,1,0,1,1,1,0,1,2,0,0,0,0,0
